Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
18 GREENWOOD CLOSE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,685,142,1950,640,22-Dec-23,7,FALSE,"$690,000","$410,000"
273A HILLS ROAD ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,496,140,2000,640,4-May-24,7,FALSE,"$700,000","$310,000"
9 KELLYS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,809,100,1950,640,23-Feb-24,7,FALSE,"$570,000","$430,000"
60 PHILPOTTS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,878,104,1950,640,12-Feb-24,3,FALSE,"$570,000","$340,000"
25 RANGER STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,576,150,1980,640,13-Feb-24,7,FALSE,"$790,000","$450,000"
43 CLEARBROOK STREET ,"SHIRLEY, CHRISTCHURCH",8052,3,1,2,620,120,1960,640,2-Feb-24,22,FALSE,"$610,000","$370,000"
58 FAIRWAY DRIVE ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,490,138,2000,640,10-Jan-24,7,FALSE,"$630,000","$320,000"
15 CHILTON DRIVE ,"MAIREHAU, CHRISTCHURCH",8052,3,2,4,592,210,1970,639,22-Mar-23,7,FALSE,"$830,000","$460,000"
37 FLOCKTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,673,121,1940,639,29-Aug-24,7,FALSE,"$750,000","$395,000"
7 ACHILLES STREET ,"BURWOOD, CHRISTCHURCH",8061,2,1,1,873,110,1940,630,6-Jun-24,24,FALSE,"$610,000","$525,000"
1/45 REGINALD STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,-,706,170,1980,630,15-Jul-24,7,FALSE,-,-
2/5 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,1,117,79,2024,630,6-Dec-24,4,TRUE,"$640,000","$240,000"
2/148 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,2,-,160,1910,630,6-Dec-23,7,FALSE,"$620,000","$310,000"
7 CATKINS LANE ,"MAIREHAU, CHRISTCHURCH",8052,3,2,2,454,154,2000,630,27-Sep-23,7,FALSE,"$680,000","$440,000"
38 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,760,150,1910,630,16-Jan-24,7,FALSE,"$900,000","$460,000"
308 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,678,114,1940,630,6-Nov-23,18,FALSE,"$770,000","$430,000"
10 MANUKA STREET ,"MAIREHAU, CHRISTCHURCH",8013,4,1,2,-,160,1950,630,1-Mar-24,7,FALSE,"$670,000","$390,000"
39 NANCY AVENUE ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,665,122,1950,630,7-Oct-24,7,FALSE,"$620,000","$430,000"
1/302 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,-,130,1950,630,6-Mar-24,7,FALSE,"$540,000","$285,000"
33 BELLBIRD LANE ,"MARSHLAND, CHRISTCHURCH",8083,2,2,1,224,108,2019,630,3-Dec-24,7,TRUE,"$670,000","$390,000"
7 SARAH STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,489,172,2019,630,8-Aug-24,45,FALSE,"$870,000","$420,000"
65 WALTERS ROAD ,"MARSHLAND, CHRISTCHURCH",8051,3,1,2,"16,185",140,1973,630,24-Jul-24,7,FALSE,"$1,600,000","$1,120,000"
53A FAIRWAY DRIVE ,"SHIRLEY, CHRISTCHURCH",8061,4,2,2,421,190,1995,630,13-Dec-22,7,FALSE,"$740,000","$340,000"
4/61 MARSHLAND ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,2,-,94,114,2020,630,15-May-24,7,FALSE,"$720,000","$190,000"
3 MONTEGO CLOSE ,"SHIRLEY, CHRISTCHURCH",8052,4,1,2,699,213,2000,630,16-Dec-22,7,FALSE,"$820,000","$440,000"
9 BELLBIRD LANE ,"MARSHLAND, CHRISTCHURCH",8083,3,3,2,178,158,2017,629,17-Jul-24,7,FALSE,"$780,000","$360,000"
27 GLENFIELD CRESCENT ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,827,91,1950,625,8-Apr-24,7,FALSE,"$660,000","$400,000"
71 WARRINGTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,-,130,1910,625,12-Mar-24,7,FALSE,"$560,000","$275,000"
39 BAYNES STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,322,138,2018,620,14-May-24,7,FALSE,"$680,000","$260,000"
11 HERIOTT CLOSE ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,570,150,1980,620,15-Dec-22,7,FALSE,"$730,000","$275,000"
25C PARNWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,519,132,2000,620,22-Mar-24,7,FALSE,"$570,000","$320,000"
3 WEDMORE CLOSE ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,507,191,2000,620,28-Mar-24,7,FALSE,"$720,000","$305,000"
124 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,3,2,2,587,153,1910,620,19-Mar-24,7,FALSE,"$790,000","$610,000"
41 AKAROA STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,615,103,1950,620,1-Nov-23,7,FALSE,"$540,000","$265,000"
30 BRONWYN STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,615,110,1950,620,18-Jul-23,7,FALSE,"$650,000","$340,000"
430 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,3,825,130,1950,620,14-Nov-24,30,TRUE,"$600,000","$450,000"
253 KNOWLES STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,665,130,1950,620,9-Dec-24,70,TRUE,"$660,000","$430,000"
36 THORNTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,645,110,1910,620,16-Jul-24,7,FALSE,"$730,000","$340,000"
54 LIMES AVENUE ,"PARKLANDS, CHRISTCHURCH",8083,3,2,2,519,160,2000,620,30-Mar-23,7,FALSE,"$740,000","$465,000"
2/161 PETRIE STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,1,-,105,2016,620,13-Sep-23,7,FALSE,"$680,000","$250,000"
1/61 MARSHLAND ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,1,1,248,65,1955,620,19-Sep-24,7,FALSE,"$320,000","$210,000"
4 PAMIR STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,615,110,1940,615,15-Aug-24,9,FALSE,"$680,000","$390,000"
292 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,3,759,100,1950,615,4-Jan-23,7,FALSE,"$590,000","$410,000"
224 MAIREHAU ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,610,93,1960,610,20-Aug-24,35,FALSE,"$580,000","$365,000"
45 RANGER STREET ,"MAIREHAU, CHRISTCHURCH",8052,5,2,-,607,175,1940,610,21-May-24,7,FALSE,"$1,020,000","$410,000"
128 WARDEN STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,3,1,184,125,2021,610,8-Oct-24,8,FALSE,"$705,000","$245,000"
94 AVONDALE ROAD ,"AVONDALE, CHRISTCHURCH",8061,4,1,1,607,120,1960,600,13-Jan-23,7,FALSE,"$600,000","$270,000"
7C ALLSTONE PLACE ,"BURWOOD, CHRISTCHURCH",8083,3,1,-,799,93,2014,600,14-Jun-23,7,FALSE,"$610,000","$325,000"
18A CARLSEN STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,-,111,1950,600,17-Jan-23,7,FALSE,"$600,000","$230,000"
46 CHARTWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,617,147,1965,600,7-Dec-23,5,FALSE,"$730,000","$325,000"
20 PARNWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,3,897,290,-,600,21-May-24,7,FALSE,-,-
25F PARNWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,509,147,2000,600,24-Apr-24,7,FALSE,"$600,000","$320,000"
12 ROWE PLACE ,"BURWOOD, CHRISTCHURCH",8061,4,2,2,857,113,1940,600,19-Dec-22,7,FALSE,"$485,000","$420,000"
64 COOPERS ROAD ,"DALLINGTON, CHRISTCHURCH",8061,3,1,2,607,120,1960,600,6-May-24,7,FALSE,"$550,000","$270,000"
72 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,1,2,632,102,1920,600,18-Jan-24,37,FALSE,"$650,000","$410,000"
2A ETHNE STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,-,150,1985,600,21-Nov-23,8,FALSE,"$720,000","$220,000"
3 FRIEL LANE ,"MAIREHAU, CHRISTCHURCH",8013,4,2,2,647,137,2017,600,3-Mar-23,7,FALSE,"$830,000","$340,000"
27 GREENWOOD CLOSE ,"MAIREHAU, CHRISTCHURCH",8013,4,1,1,"1,022",130,1950,600,30-Sep-23,34,FALSE,"$670,000","$460,000"
455 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,645,120,1950,600,25-Feb-23,7,FALSE,"$650,000","$400,000"
38 NANCY AVENUE ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,615,130,1950,600,14-Nov-24,26,TRUE,"$650,000","$400,000"
74 PHILPOTTS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,847,100,1950,600,11-Jul-24,21,FALSE,"$840,000","$340,000"
56 THAMES STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,1,435,100,1940,600,29-May-23,7,FALSE,"$830,000","$350,000"
238 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,4,2,1,610,91,1940,600,2-Jun-23,7,FALSE,"$580,000","$350,000"
291 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,614,105,1950,600,21-Jun-24,7,FALSE,"$650,000","$440,000"
265 WESTON ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,688,117,1950,600,7-Oct-23,7,FALSE,"$780,000","$420,000"
11 BELLBIRD LANE ,"MARSHLAND, CHRISTCHURCH",8083,3,3,2,175,158,2017,600,28-Aug-24,7,FALSE,"$780,000","$360,000"
268 PRESTONS ROAD ,"MARSHLAND, CHRISTCHURCH",8051,3,1,2,"1,717",115,1915,600,19-Nov-24,21,TRUE,"$650,000","$480,000"
39 CLEARBROOK STREET ,"SHIRLEY, CHRISTCHURCH",8052,3,1,1,620,104,1960,600,20-Jun-24,7,FALSE,"$560,000","$370,000"
14 MCCORKINDALE PLACE ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,635,160,1960,600,16-Sep-24,7,FALSE,"$635,000","$535,000"
1 RISELAW STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,2,2,376,110,2016,600,18-Apr-23,7,FALSE,"$520,000","$235,000"
16A CRESSWELL AVENUE ,"BURWOOD, CHRISTCHURCH",8061,3,2,2,553,154,2000,595,17-Jan-24,38,FALSE,"$670,000","$250,000"
45 GREENHAVEN DRIVE ,"BURWOOD, CHRISTCHURCH",8083,4,1,1,723,110,1960,595,10-Feb-24,7,FALSE,"$570,000","$325,000"
652B BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,2,1,287,95,2017,595,6-Dec-23,8,FALSE,"$710,000","$380,000"
49 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2,1,1,607,110,1915,595,11-Sep-23,7,FALSE,"$670,000","$590,000"
32 BRIGGS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,2,1,1,618,103,1950,595,3-Jun-24,7,FALSE,"$415,000","$305,000"
109D WARRINGTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,2,1,131,110,2023,595,28-Oct-23,7,FALSE,"$690,000","$230,000"
36 GOLF LINKS ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,819,120,1940,595,24-Aug-24,7,FALSE,"$760,000","$665,000"
45 OLIVINE STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,1,776,103,1940,595,6-Nov-23,7,FALSE,"$620,000","$385,000"
16 VARDON CRESCENT ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,615,132,1960,595,5-Dec-23,7,FALSE,"$670,000","$340,000"
97A BASSETT STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,-,90,1940,590,23-May-23,7,FALSE,"$440,000","$220,000"
1D STAFFORDSHIRE STREET ,"BURWOOD, CHRISTCHURCH",8083,2,1,1,-,85,2000,590,10-Sep-24,7,FALSE,"$405,000","$235,000"
17 YELLOWSTONE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,597,170,1970,590,29-Nov-24,11,TRUE,"$680,000","$380,000"
8 ERIN CRESCENT ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,607,104,1960,590,17-Dec-23,18,FALSE,"$570,000","$430,000"
62 KENSINGTON AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,3,617,105,1940,590,12-Feb-24,7,FALSE,"$710,000","$400,000"
109C WARRINGTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,2,1,131,96,2023,590,17-Nov-23,28,FALSE,"$680,000","$230,000"
1/171 STAPLETONS ROAD ,"RICHMOND, CHRISTCHURCH",8013,2,1,1,-,104,2016,590,14-Aug-23,7,FALSE,"$650,000","$260,000"
118 EMMETT STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2,439,100,1950,590,2-Oct-24,7,FALSE,"$450,000","$245,000"
43 HOPE STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,1,620,101,1950,590,2-May-23,7,FALSE,"$550,000","$275,000"
38 JOY STREET ,"SHIRLEY, CHRISTCHURCH",8061,3,1,1,675,112,1950,590,3-Dec-24,7,TRUE,"$580,000","$280,000"
104 JOY STREET ,"SHIRLEY, CHRISTCHURCH",8061,3,1,1,607,100,1960,590,12-Sep-24,7,FALSE,"$540,000","$315,000"
18B QUINNS ROAD ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2,526,160,1990,590,4-Mar-24,7,FALSE,"$600,000","$260,000"
67 SHIRLEY ROAD ,"SHIRLEY, CHRISTCHURCH",8013,4,1,2,642,140,1950,590,24-Jul-24,21,FALSE,"$605,000","$465,000"
21 PASCOE AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,665,121,1930,589,14-Nov-23,7,FALSE,"$740,000","$410,000"
341A BURWOOD ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,-,160,1990,585,30-Oct-24,92,FALSE,"$650,000","$350,000"
50 AKAROA STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,1,1,658,90,1950,585,24-Mar-24,4,FALSE,"$465,000","$265,000"
13 MCINTYRE STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,1,698,131,1950,585,11-Mar-24,7,FALSE,"$540,000","$320,000"
199C HILLS ROAD ,CHRISTCHURCH,-,2,3,1,152,106,2022,580,8-May-24,7,FALSE,"$640,000","$255,000"
43 WOOLLEY STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,642,133,1970,580,5-Apr-24,7,FALSE,"$590,000","$270,000"
195 BURWOOD ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,610,120,1960,580,5-Jul-24,7,FALSE,"$590,000","$335,000"
13 LAKE TERRACE ROAD ,"BURWOOD, CHRISTCHURCH",8061,3,1,1,604,132,1970,580,13-Mar-24,7,FALSE,"$590,000","$300,000"
61 COOPERS ROAD ,"DALLINGTON, CHRISTCHURCH",8061,3,1,1,812,100,1940,580,4-Nov-24,19,FALSE,"$590,000","$270,000"
2/7 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,2,118,98,2024,580,24-Oct-24,7,FALSE,"$690,000","$260,000"
4/8 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,1,165,80,2024,580,11-Jun-24,33,FALSE,"$640,000","$240,000"
55 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,4,830,121,2018,580,2-Feb-24,7,FALSE,"$710,000","$360,000"
2/24 CHILTON DRIVE ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,-,120,1975,580,4-Sep-24,7,FALSE,"$500,000","$265,000"
131 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,4,1,3,607,220,1950,580,15-Jul-24,49,FALSE,"$840,000","$450,000"
10 GREENWOOD CLOSE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,625,110,1960,580,18-Apr-23,7,FALSE,"$590,000","$400,000"
444 HILLS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,809,121,1960,580,10-Feb-23,7,FALSE,"$590,000","$370,000"
467 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,622,123,1950,580,10-Jun-23,7,FALSE,"$630,000","$400,000"
48 THAMES STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,539,98,1920,580,5-Jul-23,35,FALSE,"$550,000","$400,000"
214 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,-,130,1910,580,21-Jun-23,52,FALSE,"$780,000","$340,000"
20 WHITEHALL STREET ,"MAIREHAU, CHRISTCHURCH",8013,4,3,2,612,200,1960,580,21-Feb-24,7,FALSE,"$800,000","$430,000"
155 GEORGINA STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,473,176,2021,580,22-Dec-22,7,FALSE,"$900,000","$420,000"
25 TE RITO STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,1,1,202,96,2016,580,16-Apr-24,7,FALSE,"$590,000","$380,000"
3/41 HORSESHOE LAKE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,2,1,130,75,2024,580,14-Jun-24,15,FALSE,"$595,000","$195,000"
68 JOY STREET ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,675,113,1950,580,19-Jun-23,7,FALSE,"$620,000","$315,000"
33 NEW BRIGHTON ROAD ,"SHIRLEY, CHRISTCHURCH",8061,4,1,1,"1,127",240,1950,580,11-Aug-23,7,FALSE,"$900,000","$790,000"
7/43 NEW BRIGHTON ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,2,1,153,90,2024,580,27-Sep-24,26,FALSE,"$665,000","$225,000"
63 BAYNES STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,622,110,1960,579,2-Nov-24,7,FALSE,"$570,000","$330,000"
87 BASSETT STREET ,"BURWOOD, CHRISTCHURCH",8083,2,1,1,744,80,1960,575,10-Sep-24,7,FALSE,"$570,000","$290,000"
4 SQUIRE STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,-,640,190,1939,575,2-Mar-24,7,FALSE,"$910,000","$350,000"
16 HEWLINGS STREET ,"SHIRLEY, CHRISTCHURCH",8013,4,1,1,658,140,1950,575,18-Aug-23,7,FALSE,"$600,000","$275,000"
2/41 HORSESHOE LAKE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,2,-,85,75,2024,575,4-Jun-24,7,FALSE,"$570,000","$170,000"
308 LAKE TERRACE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,535,160,1990,575,11-Dec-23,7,FALSE,"$700,000","$310,000"
310A LAKE TERRACE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,4,2,3,640,90,1980,575,6-Nov-23,7,FALSE,"$700,000","$280,000"
65 CHARTWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,825,116,1960,570,15-Mar-24,7,FALSE,"$670,000","$370,000"
5 CHEAM STREET ,"DALLINGTON, CHRISTCHURCH",8061,4,1,2,698,200,1960,570,8-Sep-23,7,FALSE,"$630,000","$300,000"
1/6 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,2,177,101,2024,570,30-May-24,43,FALSE,"$690,000","$260,000"
2/6 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,2,148,102,2024,570,5-Jun-24,29,FALSE,"$670,000","$240,000"
2/8 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,1,141,78,2024,570,29-May-24,21,FALSE,"$620,000","$220,000"
4/12 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,1,98,75,2024,570,8-May-24,7,FALSE,"$610,000","$210,000"
1/66 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2,2,1,86,76,2023,570,29-Apr-24,7,FALSE,"$560,000","$210,000"
48 KENSINGTON AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,2,1,2,617,110,1940,570,9-Sep-23,7,FALSE,"$600,000","$400,000"
1/58 PHILPOTTS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,2,2,812,210,-,570,3-Mar-24,21,FALSE,-,-
36 SKIPTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,637,85,1951,570,11-Jan-24,7,FALSE,"$530,000","$265,000"
34 WHITEHALL STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,520,160,1980,570,10-Oct-23,7,FALSE,"$680,000","$450,000"
90 WARDEN STREET ,"RICHMOND, CHRISTCHURCH",8013,3,3,1,197,136,2019,570,1-Jul-24,7,FALSE,"$620,000","$240,000"
87A FAIRWAY DRIVE ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,495,133,2000,570,2-Aug-24,7,FALSE,"$640,000","$340,000"
45 GOLF LINKS ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,1,1,708,110,1950,570,14-Nov-24,26,TRUE,"$650,000","$395,000"
18 ORONTES STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,1,612,110,1950,570,29-Jan-23,7,FALSE,"$465,000","$260,000"
199B HILLS ROAD ,CHRISTCHURCH,-,2,3,1,152,106,2022,565,3-May-24,29,FALSE,"$640,000","$255,000"
2/273 INNES ROAD ,MAIREHAU,8052,2,2,1,249,100,2024,565,13-Mar-24,15,FALSE,"$710,000","$240,000"
103 EMMETT STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,2,2,771,160,1950,565,20-Apr-23,7,FALSE,"$540,000","$270,000"
12 JOY STREET ,"SHIRLEY, CHRISTCHURCH",8061,3,1,1,663,120,1955,565,7-Feb-23,7,FALSE,"$530,000","$310,000"
24B ACHILLES STREET ,"BURWOOD, CHRISTCHURCH",8061,2,1,1,761,100,1940,560,18-Aug-24,7,FALSE,"$520,000","$290,000"
23 BASSETT STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,835,100,2016,560,31-Oct-24,7,FALSE,"$570,000","$360,000"
7 EDWINS WAY ,"BURWOOD, CHRISTCHURCH",8083,3,1,-,-,90,1990,560,17-Oct-24,7,FALSE,"$530,000","$220,000"
24 KIRNER STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,612,100,1960,560,17-May-23,7,FALSE,"$590,000","$355,000"
20 TRAVIS ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,1,3,809,135,1950,560,25-May-23,7,FALSE,"$690,000","$320,000"
62 TRAVIS ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,1,4,878,180,-,560,28-Nov-23,7,FALSE,-,-
4/7 MATATA PLACE ,"DALLINGTON, CHRISTCHURCH",8061,2,1,2,187,102,2024,560,6-Jul-24,7,FALSE,"$650,000","$220,000"
27 CROSBY STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,427,125,1960,560,29-Apr-23,7,FALSE,"$570,000","$265,000"
18 ERIN CRESCENT ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,607,120,1960,560,15-Sep-23,7,FALSE,"$640,000","$430,000"
25 ERIN CRESCENT ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,607,124,1960,560,6-Nov-23,7,FALSE,"$630,000","$430,000"
58 FLOCKTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,703,104,1950,560,21-Mar-24,7,FALSE,"$670,000","$395,000"
232 HILLS ROAD ,"MAIREHAU, CHRISTCHURCH",8013,3,2,1,847,130,1930,560,20-Nov-23,7,FALSE,"$650,000","$350,000"
246 HILLS ROAD ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,774,111,1945,560,13-Feb-24,7,FALSE,"$520,000","$335,000"
60 KENSINGTON AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,4,1,2,617,143,1940,560,30-Nov-23,7,FALSE,"$620,000","$400,000"
18 NANCY AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,3,612,111,1950,560,6-Aug-24,7,FALSE,"$680,000","$410,000"
1/32 THORNTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,-,-,93,1910,560,6-Jun-23,7,FALSE,"$240,000","$240,000"
5 BELLBIRD LANE ,"MARSHLAND, CHRISTCHURCH",8083,3,3,2,177,158,2020,560,26-Apr-23,7,FALSE,"$780,000","$360,000"
3A AMSTEL LANE ,"RICHMOND, CHRISTCHURCH",8013,3,1,1,304,143,1980,560,19-Jan-24,7,FALSE,"$710,000","$290,000"
44A ARAWA STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2,418,131,2016,560,3-Dec-24,7,TRUE,"$630,000","$255,000"
37 EMMETT STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2,713,102,1940,560,3-Sep-24,7,FALSE,"$535,000","$270,000"
173 MARSHLAND ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,1,1,610,138,1950,560,19-Mar-24,7,FALSE,"$670,000","$300,000"
3/12 NEW BRIGHTON ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,2,1,-,80,2022,560,1-Feb-23,7,FALSE,"$580,000","$190,000"
8/43 NEW BRIGHTON ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,2,1,110,72,2024,560,22-Aug-24,21,FALSE,"$620,000","$205,000"
15/43 NEW BRIGHTON ROAD ,"SHIRLEY, CHRISTCHURCH",8061,2,2,-,83,72,2024,560,24-Sep-24,18,FALSE,"$595,000","$180,000"
18 SABINA STREET ,"SHIRLEY, CHRISTCHURCH",8013,3,1,2,632,130,1965,560,25-Jul-24,3,FALSE,"$640,000","$545,000"
5 ACHILLES STREET ,"BURWOOD, CHRISTCHURCH",8061,3,1,2,759,180,2023,550,22-May-23,8,FALSE,"$950,000","$325,000"
56 ACHILLES STREET ,"BURWOOD, CHRISTCHURCH",8061,3,2,1,-,110,1950,550,5-Nov-24,7,FALSE,"$500,000","$255,000"
1/89 BASSETT STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,4,784,220,-,550,24-Oct-23,7,FALSE,-,-
6 BLOUDEN LANE ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,570,120,1990,550,1-Jun-23,7,FALSE,"$570,000","$320,000"
2/303 BURWOOD ROAD ,"BURWOOD, CHRISTCHURCH",8083,2,1,1,-,120,1990,550,2-Nov-23,7,FALSE,"$550,000","$315,000"
44 CHARTWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,645,105,1965,550,30-May-23,7,FALSE,"$590,000","$325,000"
2/29 PARNWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,486,108,1950,550,6-Jul-24,40,FALSE,"$560,000","$265,000"
3/4 TINTAGEL LANE ,"BURWOOD, CHRISTCHURCH",8083,2,1,1,-,112,2020,550,20-Jun-24,7,FALSE,"$550,000","$275,000"
