Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
9/317 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,131,110,2023,540,30-Nov-24,6,True,"$680,000","$200,000"
2/19 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,107,70,2023,540,1-Feb-24,43,False,"$640,000","$235,000"
8/4 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,87,87,2020,540,8-May-24,25,False,"$650,000","$205,000"
9/4 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,88,88,2020,540,31-Oct-24,53,False,"$650,000","$205,000"
10/27 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,116,74,2022,539,1-Oct-24,7,False,"$680,000","$280,000"
8A ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,4,1,321,208,2005,539,2-Oct-24,1065,False,"$1,110,000","$500,000"
3/325 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,530,1-May-24,7,False,"$610,000","$180,000"
4/27 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,72,74,2022,530,3-Apr-24,7,False,"$660,000","$245,000"
116B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,82,78,2021,530,9-Oct-24,19,False,"$690,000","$305,000"
120B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,78,2021,530,1-May-24,7,False,"$690,000","$305,000"
2/33 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,82,2016,530,11-Jan-24,7,False,"$780,000","$510,000"
4/45 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,530,16-Mar-24,7,False,"$580,000","$325,000"
4/26 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1975,530,9-Oct-24,7,False,"$465,000","$335,000"
3/74 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,93,1970,530,26-Apr-24,7,False,"$470,000","$315,000"
5/19 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,115,73,2022,525,5-Mar-24,7,False,"$600,000","$235,000"
24B HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1960,525,16-Oct-24,7,False,"$620,000","$405,000"
3/21 CLARENCE STREET SOUTH ,CHRISTCHURCH,-,2,1,1,102,77,2023,520,29-Aug-24,31,False,"$600,000","$130,000"
5/323 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,73,2023,520,6-Sep-24,7,False,"$610,000","$180,000"
4/327 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,520,22-Feb-24,15,False,"$610,000","$180,000"
2/19 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,134,71,2022,520,25-Jan-24,2,False,"$610,000","$270,000"
6/12 FREYBERG AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,93,78,2020,520,12-Oct-24,7,False,"$660,000","$255,000"
2/15 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,120,1990,520,30-May-24,7,False,"$640,000","$380,000"
1/28 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1970,520,1-Mar-24,7,False,"$490,000","$340,000"
2/27 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,82,1990,520,10-Jan-24,7,False,"$570,000","$350,000"
33D PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,72,1980,520,28-Dec-23,7,False,"$455,000","$305,000"
1/57 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,120,1980,520,2-Jul-24,7,False,"$660,000","$380,000"
2/21 CLARENCE STREET SOUTH ,CHRISTCHURCH,-,2,1,1,107,77,2023,510,11-Nov-24,52,True,"$600,000","$130,000"
1/327 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,86,73,2023,510,31-Jan-24,22,False,"$610,000","$190,000"
120C BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,82,2021,510,29-Mar-24,7,False,"$650,000","$285,000"
122B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,82,2021,510,12-Jun-24,7,False,"$690,000","$305,000"
3/4 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,82,1970,510,8-Aug-24,7,False,"$470,000","$335,000"
1/17 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,5,4,4,"1,012",410,1970,510,1-May-24,7,False,-,-
2/31 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1960,510,13-Dec-23,7,False,"$570,000","$405,000"
3/32 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,125,1995,510,5-Mar-24,7,False,"$620,000","$350,000"
1/7 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,4,4,"1,093",370,1970,510,28-Sep-24,3,False,-,-
17 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,205,81,2000,505,12-Aug-24,67,False,"$550,000","$335,000"
3/63 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,118,2006,500,27-Jun-24,7,False,"$550,000","$240,000"
3/22 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1960,500,28-Sep-24,11,False,"$375,000","$305,000"
17B DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,207,81,2005,500,24-Jul-24,7,False,"$530,000","$325,000"
1/36 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,66,1970,500,24-Sep-24,22,False,"$425,000","$325,000"
1/44 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,4,"1,012",300,1970,500,4-Apr-24,7,False,-,-
1/97 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,104,1980,500,13-Nov-24,64,True,"$530,000","$335,000"
1/104 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,92,1975,500,14-Jan-24,7,False,"$485,000","$335,000"
2/7 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1990,495,3-Oct-24,7,False,"$580,000","$325,000"
6 KYLE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,615,100,1940,495,3-May-24,11,False,"$750,000","$680,000"
2/2 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,65,1973,495,26-Nov-24,10,True,"$330,000","$250,000"
3/2 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,65,1973,495,26-Nov-24,10,True,"$365,000","$290,000"
3/127 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,84,1970,490,22-Jan-24,7,False,"$495,000","$395,000"
3/136 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1970,490,23-Aug-24,73,False,"$405,000","$265,000"
1/66 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,81,1960,490,17-Aug-24,26,False,"$520,000","$340,000"
1/32 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,4,4,"1,012",280,1970,490,5-Nov-24,7,False,-,-
17A HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,-,85,1955,490,6-Sep-24,7,False,"$530,000","$360,000"
1/41 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,65,1970,490,31-Oct-24,7,False,"$470,000","$350,000"
1/43 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,3,4,804,320,1990,490,29-Nov-24,49,True,-,-
2/43 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,490,10-Sep-24,7,False,"$550,000","$325,000"
1/47 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,80,1970,489,30-Jul-24,7,False,"$460,000","$350,000"
3/14 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,57,1970,480,14-Sep-24,7,False,"$405,000","$265,000"
2/127 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,107,1970,480,10-Jan-24,7,False,"$480,000","$350,000"
1/145A CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1980,480,27-Aug-24,7,False,"$460,000","$290,000"
3/43 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,480,3-May-24,7,False,"$560,000","$340,000"
4/7 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1970,480,26-Nov-24,45,True,"$540,000","$340,000"
8/323 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,72,2023,470,19-Aug-24,20,False,"$610,000","$180,000"
1/5 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,93,1970,470,28-Sep-24,7,False,"$475,000","$325,000"
2/136 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1975,460,8-Aug-24,7,False,"$460,000","$265,000"
2/15 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1970,460,24-Apr-24,7,False,"$420,000","$325,000"
4/32 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,69,1970,460,5-Sep-24,7,False,"$445,000","$340,000"
3/1 NELSON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1950,460,3-Oct-24,7,False,"$430,000","$325,000"
2/22 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,106,1970,460,20-Jun-24,7,False,"$490,000","$335,000"
6/53 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,88,1970,450,30-Sep-24,5,False,"$430,000","$300,000"
2/145B CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,64,1970,450,19-Jun-24,7,False,"$425,000","$350,000"
1/153 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,54,1975,450,29-Oct-24,7,False,"$410,000","$245,000"
1/12 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,-,112,1985,450,8-Jan-24,20,False,"$580,000","$335,000"
2/38 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,69,1970,450,10-Oct-24,7,False,"$470,000","$325,000"
18 KENILWORTH STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,215,70,1910,445,23-Oct-24,30,False,"$360,000","$200,000"
33L PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1990,440,2-May-24,7,False,"$455,000","$265,000"
10 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,2,486,130,1960,430,2-Apr-24,43,False,"$1,200,000","$1,170,000"
2/11 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,110,1970,430,22-Oct-24,7,False,"$425,000","$325,000"
2/10 STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1960,425,4-Oct-24,7,False,"$520,000","$295,000"
2/53 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,88,1970,420,25-Oct-24,30,False,"$425,000","$280,000"
3/5 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,-,-,58,1975,420,14-Apr-24,7,False,"$375,000","$265,000"
1/48 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,102,1980,420,25-Sep-24,7,False,"$530,000","$335,000"
2/6 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,68,1970,410,18-Dec-23,7,False,"$440,000","$335,000"
