Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
66B MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,167,150,2000,695,28-Jul-23,7,False,"$790,000","$340,000"
68A MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,207,148,2010,695,1-Nov-23,7,False,"$790,000","$360,000"
5/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,690,25-Oct-24,7,False,"$720,000","$390,000"
1/20 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,230,1990,690,30-Nov-23,8,False,"$760,000","$335,000"
31 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,754,102,1930,690,26-Jul-24,7,False,"$740,000","$710,000"
9 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,308,231,2015,680,21-Nov-24,93,True,"$1,300,000","$490,000"
192 BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,-,413,106,1930,680,6-Aug-24,7,False,"$540,000","$350,000"
1/40 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,1,228,140,2016,680,19-Feb-24,7,False,"$730,000","$360,000"
5/40 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,1,149,132,2016,680,21-Sep-23,7,False,"$700,000","$340,000"
15A BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,219,174,2000,680,17-May-24,18,False,"$840,000","$340,000"
5/43 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,240,154,2019,680,16-Sep-24,21,False,"$900,000","$335,000"
3/16 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,138,91,2014,680,10-Aug-23,7,False,"$610,000","$265,000"
2/33 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,162,135,2016,680,15-Aug-24,7,False,"$820,000","$305,000"
49 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,181,135,2000,680,14-Jun-24,7,False,"$620,000","$270,000"
9A PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,4,1,-,491,130,1940,680,16-Aug-24,7,False,"$570,000","$380,000"
159 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,460,110,1930,680,26-Jul-24,7,False,"$720,000","$670,000"
104 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,506,123,1930,680,26-Jul-24,7,False,"$630,000","$560,000"
2/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,675,8-Apr-24,14,False,"$750,000","$360,000"
138C CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,-,100,1980,675,11-Sep-23,7,False,"$570,000","$325,000"
31C DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,235,149,2000,675,11-Jan-24,7,False,"$820,000","$520,000"
44D KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,169,125,2024,675,9-Apr-24,26,False,"$950,000","$520,000"
1/43 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,176,128,2022,675,20-Mar-23,7,False,"$810,000","$315,000"
1/18 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,4,1,180,135,2020,675,10-Feb-23,7,False,"$750,000","$305,000"
46A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,210,143,2022,675,28-Jul-23,7,False,"$780,000","$290,000"
5/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,150,1990,670,18-Jun-24,7,False,"$510,000","$255,000"
114 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,-,220,120,1990,670,3-Aug-24,7,False,"$610,000","$350,000"
74 HINAU STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,526,140,1910,670,1-Aug-23,20,False,"$990,000","$910,000"
1/91 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1920,670,16-Jul-24,7,False,"$460,000","$405,000"
44C PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,159,145,2022,670,23-Sep-24,7,False,"$780,000","$300,000"
6/12 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,84,97,2023,670,25-Sep-24,7,False,"$730,000","$210,000"
22A AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,150,1990,660,7-Jun-23,66,False,"$920,000","$480,000"
3/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,-,150,1990,660,10-Nov-24,37,True,"$510,000","$255,000"
69 CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,90,1940,660,20-Jul-24,7,False,"$610,000","$370,000"
37 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,2,-,170,1920,660,15-Jul-24,7,False,"$630,000","$580,000"
95 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,180,1990,660,19-Sep-24,7,False,"$760,000","$520,000"
3/62 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,130,1990,660,30-May-24,10,False,"$525,000","$315,000"
87 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,-,190,1990,660,18-Oct-24,7,False,"$820,000","$460,000"
82 RATTRAY STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,627,143,1930,660,22-Nov-24,16,True,"$760,000","$630,000"
4 TARA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,580,120,1940,660,5-Jul-24,7,False,"$670,000","$390,000"
2/85 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,164,119,2024,660,4-Oct-24,18,False,"$770,000","$300,000"
1/20 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,170,1990,650,1-Feb-23,7,False,"$800,000","$530,000"
19 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,569,172,1920,650,2-May-24,7,False,"$1,000,000","$690,000"
7/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,180,1990,650,30-Jan-24,7,False,"$770,000","$370,000"
3/44 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,150,139,2018,650,20-Feb-23,70,False,"$830,000","$335,000"
20 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,187,149,2005,650,4-Dec-24,4,True,"$730,000","$325,000"
5/33 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,87,2017,650,3-Dec-24,5,True,"$830,000","$560,000"
3/139 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,222,150,1990,650,1-Dec-23,7,False,"$840,000","$465,000"
1/72 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,95,1910,650,13-Nov-24,25,True,"$610,000","$395,000"
24 EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,-,472,151,1910,650,11-Sep-23,7,False,"$660,000","$380,000"
4/8B HUIA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,133,97,2023,650,29-Mar-24,8,False,"$680,000","$200,000"
11A LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,138,132,2010,650,9-Oct-24,7,False,"$670,000","$315,000"
72 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,256,120,1990,650,13-Feb-24,7,False,"$620,000","$305,000"
2/103 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,3,2,182,149,2013,650,17-Jan-23,8,False,"$740,000","$300,000"
79C MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,239,165,2012,650,3-Aug-23,7,False,"$820,000","$340,000"
12 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,2,693,124,1940,650,24-Mar-23,7,False,"$990,000","$960,000"
2/43 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,146,129,2022,650,28-Apr-23,25,False,"$790,000","$305,000"
28A MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,294,150,1990,650,19-May-23,7,False,"$940,000","$390,000"
46B PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,172,139,2022,650,18-Sep-24,33,False,"$770,000","$280,000"
46C PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,156,139,2022,650,11-Sep-24,7,False,"$780,000","$290,000"
64D PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,120,1990,650,25-Jun-24,7,False,"$660,000","$325,000"
29 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,819,111,1940,650,5-Apr-24,7,False,"$640,000","$580,000"
8A PUNA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,-,150,1990,650,24-Jul-24,26,False,"$660,000","$360,000"
5 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,1,-,485,100,1940,650,28-Sep-23,7,False,"$600,000","$385,000"
5/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,180,1990,645,21-Oct-24,21,False,"$740,000","$335,000"
2/38 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,105,2005,640,3-Sep-24,7,False,"$550,000","$280,000"
4/33 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,82,2017,640,2-Jul-23,7,False,"$780,000","$510,000"
2/76 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,2,-,140,1980,640,26-Jul-24,7,False,"$660,000","$500,000"
5/8B HUIA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,120,97,2023,640,4-Dec-23,14,False,"$680,000","$200,000"
6/8B HUIA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,121,96,2023,640,12-Dec-23,8,False,"$680,000","$200,000"
10 PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,395,166,2000,640,14-Dec-22,22,False,"$770,000","$340,000"
70 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,3,608,170,1920,640,5-Jul-24,3,False,"$1,190,000","$740,000"
111 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,422,120,1940,640,27-Feb-24,7,False,"$620,000","$370,000"
24 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,4,2,1,870,184,1940,640,7-Jul-23,7,False,"$910,000","$620,000"
1/72 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,160,1990,640,18-Dec-23,7,False,"$660,000","$320,000"
4/86 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,1,-,170,1995,635,8-Jul-24,19,False,"$630,000","$235,000"
3/8 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,94,93,2023,635,18-Dec-23,15,False,"$720,000","$210,000"
118A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,110,97,2021,630,5-Aug-24,68,False,"$790,000","$325,000"
118B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,90,96,2021,630,26-Feb-24,7,False,"$780,000","$305,000"
80C BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,191,126,2000,630,16-Oct-24,7,False,"$610,000","$340,000"
4/21 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,150,1990,630,5-Dec-23,7,False,"$710,000","$435,000"
37 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,728,150,1920,630,20-Oct-24,7,False,"$1,505,000","$1,370,000"
11B ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,229,90,1990,630,11-Nov-24,71,True,"$520,000","$315,000"
20A GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,250,104,2000,630,2-Jul-24,4,False,"$600,000","$340,000"
2/91 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,-,112,1990,630,3-Jul-23,7,False,"$560,000","$350,000"
93 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,506,110,1930,630,20-Sep-24,7,False,"$720,000","$640,000"
2/37 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,134,2000,630,22-Nov-24,16,True,"$690,000","$305,000"
2/12 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,70,97,2023,630,28-Nov-24,10,True,"$720,000","$200,000"
1/77 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,108,75,2024,625,6-Jun-24,7,False,"$790,000","$300,000"
105B DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,447,137,2000,625,1-Feb-24,7,False,"$650,000","$370,000"
1 KYLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,188,130,1990,625,3-May-24,7,False,"$685,000","$350,000"
4/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,150,1990,620,6-Feb-24,7,False,"$510,000","$255,000"
80 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,223,144,2000,620,22-Feb-23,7,False,"$690,000","$380,000"
12B GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,146,120,2000,620,29-Nov-24,9,True,"$660,000","$305,000"
9B HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,110,1930,620,5-Aug-24,7,False,"$700,000","$450,000"
1/30 KONINI STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,111,1970,620,22-Jul-24,7,False,"$650,000","$560,000"
1/35 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,130,1990,620,7-Aug-24,7,False,"$650,000","$350,000"
162 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,410,157,1990,620,21-Nov-24,17,True,"$680,000","$360,000"
17B PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,225,85,2005,620,29-Aug-24,49,False,"$620,000","$305,000"
3/40C PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,620,28-Sep-24,19,False,"$600,000","$300,000"
5A REX STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,191,164,2012,620,9-May-23,22,False,"$720,000","$325,000"
3/12 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,70,97,2023,620,8-Feb-24,7,False,"$720,000","$200,000"
78 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,665,230,-,620,7-Jul-23,7,False,-,-
103 RATTRAY STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,-,862,454,2024,615,3-Dec-24,5,True,"$2,220,000","$760,000"
113C CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,178,120,2005,610,11-Dec-23,56,False,"$640,000","$320,000"
1/70 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,153,2005,610,13-Nov-24,25,True,"$640,000","$335,000"
5B REX STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,198,152,2012,610,16-Oct-23,7,False,"$690,000","$305,000"
17 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,3,948,370,2000,609,22-Nov-24,16,True,"$1,320,000","$1,240,000"
127A ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,2,452,164,2006,605,24-Oct-23,7,False,"$680,000","$425,000"
10 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,5,1,1,559,120,1930,600,26-Jul-24,7,False,"$700,000","$640,000"
118D BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,135,97,2021,600,28-Mar-23,7,False,"$810,000","$340,000"
2/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,-,91,1970,600,6-Mar-24,7,False,"$390,000","$280,000"
56D BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,188,178,2008,600,22-Oct-24,7,False,"$680,000","$340,000"
58 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,-,117,1920,600,12-Oct-23,7,False,"$560,000","$440,000"
1/78 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,600,8-Nov-24,30,False,"$660,000","$350,000"
14 CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,723,120,1940,600,26-Jul-24,7,False,"$640,000","$520,000"
37B CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,172,144,2020,600,16-Sep-24,7,False,"$840,000","$245,000"
1/18 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,170,1990,600,9-Jun-23,15,False,"$870,000","$530,000"
8/77 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,85,74,2024,600,19-Oct-24,8,False,"$750,000","$280,000"
27 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,506,100,1910,600,25-Oct-23,7,False,"$680,000","$650,000"
5/45 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,68,81,2021,600,17-May-24,7,False,"$680,000","$280,000"
1/62 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,164,94,2021,600,24-Apr-24,7,False,"$720,000","$295,000"
75B MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,446,191,2012,600,27-Aug-23,12,False,"$910,000","$460,000"
1/104 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,349,194,1960,600,31-Oct-24,7,False,"$680,000","$425,000"
2/25 MATAI STREET WEST ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,76,78,2024,600,16-Aug-24,22,False,"$690,000","$260,000"
13/25 MATAI STREET WEST ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,112,80,2024,600,13-Jul-24,8,False,"$770,000","$340,000"
1/37 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,521,190,1960,600,5-May-23,15,False,-,-
74 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,171,142,2000,600,24-Apr-24,7,False,"$680,000","$325,000"
4/37 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,122,86,2023,600,19-Nov-24,19,True,"$700,000","$300,000"
2/34 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,97,1995,600,12-Aug-24,24,False,"$600,000","$330,000"
7 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,130,1990,600,1-Feb-24,7,False,"$580,000","$335,000"
1/71 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,110,1990,600,11-Oct-24,7,False,"$600,000","$350,000"
3/98 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,84,1970,600,14-May-24,7,False,"$500,000","$325,000"
105 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,368,105,1940,600,2-Aug-24,7,False,"$600,000","$395,000"
2/90 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,120,1990,600,3-Jan-24,7,False,"$580,000","$280,000"
1/12 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,83,97,2023,600,12-Dec-23,62,False,"$730,000","$210,000"
4/18 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,98,1990,599,17-Feb-24,7,False,"$580,000","$325,000"
14B GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,167,133,1998,599,21-May-24,33,False,"$670,000","$325,000"
3/8B HUIA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,140,97,2023,599,4-May-23,58,False,"$690,000","$210,000"
15 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,1,4,809,620,1990,595,19-Nov-24,48,True,"$1,770,000","$1,020,000"
4/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,110,1970,595,6-Feb-24,7,False,"$380,000","$280,000"
76 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,302,140,1990,595,6-Feb-24,7,False,"$630,000","$325,000"
3/14 ACHERON DRIVE ,"RICCARTON, CHRISTCHURCH",8041,2,-,2,-,130,1999,590,14-Jul-24,23,False,"$550,000","$127,000"
130 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,3,1,98,90,2023,590,1-Feb-24,7,False,"$620,000","$220,000"
11 GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,292,85,1945,590,8-Jan-24,7,False,"$580,000","$415,000"
27 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,607,225,1930,590,10-Jul-23,7,False,"$1,110,000","$610,000"
52B MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,315,130,1990,590,19-Oct-24,7,False,"$660,000","$340,000"
3/37 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,130,95,2023,590,10-Jun-24,14,False,"$740,000","$310,000"
4/51 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,122,86,2023,590,24-Apr-24,7,False,"$700,000","$300,000"
1/5 BROADBENT STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,110,1990,580,4-Nov-24,56,False,"$620,000","$350,000"
3/46 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1980,580,1-Apr-24,7,False,"$520,000","$300,000"
48A BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,122,114,2015,580,23-May-23,7,False,"$640,000","$325,000"
55B BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,117,88,2010,580,15-Oct-24,7,False,"$520,000","$290,000"
55D BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,309,88,2010,580,4-Nov-24,7,False,"$530,000","$305,000"
4/63 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,118,2006,580,16-Oct-24,7,False,"$550,000","$240,000"
2/65 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,111,2008,580,30-Oct-23,7,False,"$550,000","$255,000"
113A CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,159,122,2005,580,18-Apr-24,15,False,"$620,000","$320,000"
9/27 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,-,100,1980,580,29-Sep-24,7,False,"$670,000","$345,000"
75C DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,154,1995,580,29-Aug-24,7,False,"$660,000","$480,000"
2/58 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,123,99,2023,580,4-Oct-24,7,False,"$710,000","$260,000"
3/58 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,125,100,2023,580,9-Aug-24,74,False,"$710,000","$260,000"
115 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,315,80,1940,580,4-Sep-23,2,False,"$620,000","$435,000"
125 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,403,120,1940,580,15-Aug-23,2,False,"$620,000","$450,000"
3/77 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1990,580,6-May-24,15,False,"$670,000","$340,000"
2/37 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,129,95,2023,580,14-Nov-24,24,True,"$740,000","$310,000"
29 MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,250,1910,580,19-Dec-23,8,False,"$650,000","$580,000"
32 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,3,1,-,875,110,1940,580,15-Jul-24,7,False,"$640,000","$590,000"
23 RATA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,911,180,1920,580,14-Jul-23,22,False,"$1,260,000","$1,240,000"
83 RATTRAY STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,373,119,1930,580,24-Mar-23,7,False,"$620,000","$430,000"
3/193A RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,60,2013,580,18-Dec-23,19,False,"$590,000","$335,000"
29 TIKA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,400,130,1940,580,8-Aug-23,7,False,"$660,000","$350,000"
5/64 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,4,115,74,2020,575,1-Oct-24,7,False,"$640,000","$305,000"
2/32 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,68,1970,575,20-May-24,21,False,"$530,000","$375,000"
1/29A RATA STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,4,944,280,1970,575,4-Dec-24,19,True,-,-
60 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,-,371,106,1945,575,26-Jul-24,7,False,"$580,000","$470,000"
4/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,570,18-Apr-23,7,False,"$710,000","$360,000"
2/10 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,-,133,76,2023,570,29-Nov-24,15,True,"$680,000","$315,000"
1/89 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,-,122,1990,570,8-Dec-23,7,False,"$500,000","$290,000"
3/6 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,80,80,2020,570,9-Aug-24,7,False,"$640,000","$205,000"
5/62 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,75,2021,570,5-Apr-24,8,False,"$680,000","$245,000"
35A EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,451,140,1995,570,20-May-24,7,False,"$700,000","$380,000"
24D HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,130,1960,570,1-Nov-24,8,False,"$640,000","$495,000"
3/25 MATAI STREET WEST ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,76,79,2024,570,2-Dec-24,61,True,"$690,000","$260,000"
4 PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,733,92,1940,570,10-Jul-24,7,False,"$630,000","$530,000"
37 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,4,645,270,2000,570,20-Nov-24,54,True,"$1,250,000","$790,000"
44B PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,127,102,2022,570,25-Sep-23,7,False,"$710,000","$260,000"
