Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
164A MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,181,120,2023,639.0,20-Oct-23,7,False,620000.0,280000.0
167 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,3,976,492,2020,620.0,13-Feb-23,34,False,1390000.0,730000.0
170C MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,2,-,70,1970,365.0,15-Jan-20,7,False,455000.0,245000.0
177 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,506,131,1915,475.0,01-Sep-19,7,False,770000.0,475000.0
1/179 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,90,1985,465.0,11-Jan-23,7,False,510000.0,245000.0
3/179 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,90,1985,500.0,06-May-24,7,False,510000.0,245000.0
9/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,2,-,61,95,2023,600.0,04-Jul-24,7,False,630000.0,290000.0
22/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,112,57,2023,475.0,23-Nov-24,7,False,510000.0,240000.0
24/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,54,57,2023,550.0,03-Oct-24,7,False,490000.0,220000.0
25/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,55,57,2023,450.0,13-Mar-24,6,False,490000.0,220000.0
26/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,74,57,2023,450.0,05-Sep-23,7,False,500000.0,230000.0
27/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,75,57,2023,415.0,08-Jan-24,7,False,500000.0,230000.0
31/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,56,57,2023,435.0,18-Nov-24,17,False,490000.0,220000.0
32/180 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,98,57,2023,495.0,06-Aug-24,43,False,500000.0,230000.0
2/187 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,2,2,-,190,1990,520.0,07-May-19,29,False,810000.0,270000.0
191 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,5,2,2,519,330,1990,850.0,02-Feb-24,7,False,800000.0,475000.0
202 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,2,-,"7,930","2,620",1990,380.0,16-Jun-21,23,False,5390000.0,2620000.0
207 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,-,647,143,1950,,07-Sep-22,7,False,485000.0,485000.0
208 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,5,2,2,698,230,1955,480.0,01-Feb-21,8,False,810000.0,500000.0
7/231 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,61,93,2023,580.0,16-Jan-25,13,True,630000.0,290000.0
8/231 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,91,95,2023,530.0,06-Sep-23,22,False,640000.0,290000.0
9/231 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,83,69,2023,450.0,02-Jul-24,7,False,520000.0,230000.0
10/231 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,64,58,2023,450.0,23-Apr-24,7,False,490000.0,220000.0
17/231 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,60,58,2023,475.0,28-Nov-24,35,False,490000.0,220000.0
18/231 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,70,58,2023,520.0,26-Mar-24,8,False,490000.0,220000.0
7/232 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,86,96,2020,550.0,06-Jun-24,7,False,640000.0,290000.0
11/232 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,104,58,2020,450.0,15-Sep-23,8,False,510000.0,230000.0
12/232 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,67,58,2020,450.0,03-Dec-24,7,False,490000.0,220000.0
17/232 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,79,59,2020,450.0,16-Oct-24,12,False,500000.0,230000.0
18/232 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,79,58,2020,350.0,26-Jul-24,8,False,500000.0,230000.0
19/232 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,-,109,39,2020,420.0,04-Apr-24,7,False,580000.0,230000.0
2/245 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,62,1970,390.0,12-Sep-23,7,False,350000.0,260000.0
2/246 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,-,123,1990,550.0,18-Nov-24,26,False,560000.0,210000.0
3/246 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,-,120,1990,550.0,18-Nov-24,26,False,560000.0,210000.0
4/246 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,-,120,1990,585.0,11-Nov-24,7,False,560000.0,210000.0
5/246 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,-,120,1990,550.0,18-Nov-24,8,False,560000.0,210000.0
6/246 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,-,120,1990,550.0,18-Nov-24,26,False,560000.0,210000.0
7/246 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,-,120,1990,495.0,28-Feb-24,7,False,550000.0,210000.0
248 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,4,4,"1,507",416,2010,579.0,23-Jan-25,13,True,1920000.0,1060000.0
255 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,-,582,81,1980,460.0,26-Nov-24,7,False,540000.0,460000.0
256 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,-,121,1940,460.0,19-Mar-24,7,False,520000.0,290000.0
257 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,564,122,1920,390.0,22-Oct-20,7,False,630000.0,475000.0
261 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,582,140,1915,450.0,10-Jul-23,7,False,620000.0,475000.0
264 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,-,567,60,1920,360.0,06-Mar-20,5,False,485000.0,475000.0
265 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,602,131,1920,490.0,13-Jun-19,63,False,640000.0,495000.0
266 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,2,1,586,171,1940,495.0,18-Jan-19,15,False,820000.0,475000.0
2/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2007,470.0,13-Jun-22,7,False,540000.0,255000.0
3/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2007,650.0,29-Jul-24,7,False,540000.0,255000.0
5/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2007,395.0,30-Jan-20,7,False,520000.0,275000.0
6/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2000,400.0,29-Dec-20,17,False,520000.0,275000.0
7/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,-,120,2007,750.0,11-Jul-24,7,False,520000.0,275000.0
8/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2000,580.0,22-Apr-24,7,False,520000.0,275000.0
9/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2017,455.0,20-Mar-22,7,False,700000.0,310000.0
10/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2000,400.0,30-Jan-20,7,False,650000.0,255000.0
11/272 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,120,2000,475.0,30-Oct-22,7,False,700000.0,310000.0
281 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,470,90,1950,450.0,06-May-21,3,False,580000.0,430000.0
282 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,567,110,1920,550.0,09-Nov-24,7,False,620000.0,550000.0
288 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,3,5,"1,011",350,1980,490.0,19-Apr-23,20,False,,
3/288 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,70,1980,430.0,13-Feb-24,7,False,470000.0,230000.0
289 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,"1,012",120,1955,420.0,03-Sep-19,8,False,720000.0,600000.0
316 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,506,90,1920,440.0,26-Nov-20,9,False,610000.0,365000.0
338 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,3,2,642,252,1960,540.0,28-May-19,12,False,500000.0,470000.0
344 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,4,5,"1,065",280,1965,380.0,04-Jan-24,7,False,1210000.0,665000.0
347 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,-,526,71,1940,650.0,28-Jan-25,1,True,470000.0,420000.0
369 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,1,531,210,1920,350.0,27-Feb-24,7,False,660000.0,440000.0
14 MOUNTBATTEN STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,506,83,1950,450.0,04-Aug-22,7,False,510000.0,260000.0
28 MOUNTBATTEN STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,673,120,1960,300.0,06-Feb-20,7,False,580000.0,320000.0
1/29A MOUNTBATTEN STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1970,355.0,06-Nov-20,7,False,415000.0,210000.0
2/34 MOUNTBATTEN STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1970,375.0,29-Nov-19,7,False,445000.0,200000.0
23 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,3,936,154,1910,620.0,08-Dec-23,15,False,740000.0,560000.0
25 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,-,582,120,1905,620.0,24-Jun-24,7,False,560000.0,355000.0
35A ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,100,1980,330.0,12-Feb-19,5,False,510000.0,255000.0
5/37 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,65,58,2020,480.0,10-Jul-24,15,False,490000.0,220000.0
1/39 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,2,5,602,200,2023,475.0,31-Aug-24,7,False,,
1/58 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,3,3,790,247,1905,410.0,02-Nov-24,61,False,810000.0,410000.0
2/59 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,80,1960,285.0,11-Dec-18,36,False,400000.0,230000.0
3/67 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,70,1970,380.0,23-Sep-21,7,False,365000.0,215000.0
72A ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1970,490.0,22-Apr-24,7,False,435000.0,215000.0
72B ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1970,395.0,24-Mar-21,7,False,435000.0,215000.0
1/76 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,337,127,2013,500.0,02-Nov-21,7,False,570000.0,215000.0
2/76 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,1,337,51,1910,260.0,04-Jan-20,7,False,335000.0,215000.0
1/80 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,60,1975,365.0,31-Jul-20,7,False,465000.0,215000.0
2/80 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,-,42,1970,400.0,26-Nov-24,36,False,310000.0,215000.0
83 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,564,134,1920,360.0,29-Oct-19,7,False,600000.0,375000.0
84 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,673,132,1920,350.0,10-Jan-24,22,False,580000.0,365000.0
87 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,2,658,142,1910,550.0,01-Nov-23,63,False,610000.0,375000.0
99 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,582,116,1910,365.0,24-Mar-21,22,False,570000.0,375000.0
1/100 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,64,1950,445.0,15-May-23,7,False,440000.0,230000.0
2/100 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,64,1950,485.0,13-Dec-24,7,False,440000.0,230000.0
104A ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,-,-,84,1980,540.0,02-Aug-23,7,False,490000.0,245000.0
108A ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,-,165,1990,450.0,03-Feb-21,7,False,600000.0,245000.0
113 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,582,131,1910,395.0,15-Oct-24,7,False,590000.0,375000.0
121 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,4,-,927,330,2000,265.0,02-Oct-20,7,False,1100000.0,475000.0
124 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,390,80,1910,460.0,04-Jan-21,18,False,540000.0,240000.0
133 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,498,105,1920,500.0,06-Jun-23,7,False,600000.0,440000.0
135 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,574,100,1920,630.0,13-Dec-24,7,False,530000.0,355000.0
2/141 ORAM AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,1,100,84,2024,550.0,24-Jul-24,31,False,540000.0,200000.0
51 OWLES TERRACE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,57,2016,530.0,16-May-24,7,False,430000.0,255000.0
65 OWLES TERRACE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,2,-,120,1920,395.0,28-Nov-19,3,False,490000.0,255000.0
77 OWLES TERRACE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,2,516,110,1940,340.0,08-Mar-19,7,False,425000.0,260000.0
25 PINE AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,"1,014",131,1950,640.0,05-Dec-23,7,False,740000.0,380000.0
31 PINE AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,2,531,210,1960,535.0,16-Oct-18,7,False,680000.0,300000.0
46 PINE AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,749,121,1960,475.0,18-Feb-21,7,False,590000.0,375000.0
70 PINE AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,577,83,1950,400.0,03-Feb-21,7,False,510000.0,285000.0
4A RAWHITI AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,313,91,2023,560.0,01-Apr-24,7,False,620000.0,260000.0
10 RAWHITI AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,493,101,1920,375.0,01-Aug-19,7,False,600000.0,395000.0
12A RAWHITI AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,2,2,620,180,1955,350.0,02-Aug-22,26,False,650000.0,420000.0
14 RAWHITI AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,516,131,2014,700.0,22-Jul-24,7,False,690000.0,390000.0
2/15 RAWHITI AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,3,1,265,167,2023,700.0,23-May-24,7,False,710000.0,230000.0
9 RODNEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,4,4,445,240,1975,270.0,31-Dec-20,23,False,960000.0,365000.0
35B RODNEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,80,1970,580.0,22-Mar-24,7,False,415000.0,195000.0
37 RODNEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,-,478,50,1910,260.0,15-Jan-19,7,False,375000.0,240000.0
2/43 RODNEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,71,1990,450.0,23-Jan-25,13,True,485000.0,215000.0
47 RODNEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,2,508,150,2000,350.0,20-Sep-23,7,False,570000.0,310000.0
2/24 ROOKWOOD AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,2,1,122,85,2024,550.0,28-May-24,7,False,600000.0,130000.0
26 ROOKWOOD AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,5,2,2,615,160,1950,390.0,23-Dec-19,95,False,370000.0,290000.0
31 ROOKWOOD AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,604,60,1920,350.0,26-Nov-24,7,False,415000.0,270000.0
99 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,5,6,758,"1,030",1970,,24-Jul-20,63,False,1310000.0,360000.0
101 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,4,627,440,1995,40000.0,17-Apr-24,7,False,970000.0,265000.0
105 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,-,172,150,1934,65000.0,01-Jun-20,140,False,350000.0,95000.0
108 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,-,56,110,1959,15000.0,19-Dec-24,7,False,430000.0,165000.0
109 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,3,-,334,160,1950,18000.0,28-Sep-24,7,False,500000.0,155000.0
132 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,1,-,82,2023,530.0,14-Jun-23,16,False,580000.0,180000.0
134 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,1,-,82,2023,540.0,22-Oct-24,25,False,585000.0,185000.0
136 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,2,1,-,82,2023,495.0,28-Nov-23,43,False,585000.0,185000.0
138 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,82,2023,500.0,31-Aug-23,92,False,580000.0,180000.0
140 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,82,2023,540.0,13-Jun-23,13,False,580000.0,180000.0
4/158 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,-,-,90,1975,400.0,03-Aug-21,7,False,365000.0,175000.0
1/162 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,5,3,2,458,244,2024,480.0,14-Sep-24,7,False,1180000.0,255000.0
163 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,-,148,1950,575.0,02-Oct-23,7,False,620000.0,325000.0
166 SEAVIEW ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,3,508,76,1950,,20-Nov-23,50,False,405000.0,275000.0
1 SHACKLETON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,5,1,2,595,291,1950,650.0,03-Mar-22,7,False,850000.0,500000.0
40 SHACKLETON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,506,80,1930,440.0,04-Mar-20,23,False,520000.0,240000.0
63 SHACKLETON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,"1,016",95,1920,390.0,23-Mar-19,15,False,440000.0,405000.0
65 SHACKLETON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,680,133,1940,400.0,13-Sep-20,7,False,550000.0,405000.0
1/159 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,-,123,1915,520.0,14-Apr-22,7,False,390000.0,180000.0
2/164 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,-,80,1995,350.0,08-Aug-22,7,False,520000.0,185000.0
3/164 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,-,-,90,1995,320.0,25-Feb-22,7,False,530000.0,185000.0
165 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,506,78,1905,420.0,02-Sep-23,7,False,415000.0,270000.0
1/166 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,2,1,-,110,1980,425.0,18-May-22,7,False,510000.0,185000.0
2/166 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,100,1980,520.0,23-Jan-25,13,True,465000.0,185000.0
185 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,4,7,703,300,1972,,14-Sep-23,7,False,620000.0,300000.0
186 SHAW AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,6,3,496,550,1970,15000.0,26-Jul-21,7,False,550000.0,260000.0
22 SINCLAIR STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,986,189,1930,430.0,28-Oct-20,8,False,610000.0,295000.0
2 SUNSHINE LANE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,2,1,-,82,2023,550.0,05-Aug-23,7,False,585000.0,185000.0
10 SUNSHINE LANE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,2,1,-,82,2023,520.0,27-Jan-24,4,False,585000.0,185000.0
40 TOVEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,2,1,505,110,1920,440.0,01-Dec-20,7,False,550000.0,320000.0
59 TOVEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,2,1,721,121,1920,360.0,04-Mar-21,3,False,510000.0,240000.0
64 TOVEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,630,152,1940,550.0,30-Dec-19,42,False,610000.0,295000.0
71 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,584,100,1910,565.0,13-Oct-23,21,False,520000.0,300000.0
95 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,855,82,1940,380.0,12-Apr-22,50,False,410000.0,385000.0
128 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,559,70,1920,,06-Oct-20,7,False,470000.0,295000.0
1/140 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,100,1970,390.0,07-Apr-22,37,False,435000.0,200000.0
2/140 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1970,320.0,10-Jul-20,15,False,435000.0,200000.0
151 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,506,84,1940,640.0,02-May-24,7,False,540000.0,340000.0
188 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,6,7,"1,993",610,1965,425.0,15-Jul-24,50,False,1810000.0,660000.0
197 UNION STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,2,814,170,-,460.0,27-Oct-20,69,False,,
53 BEACH ROAD ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,4,1,2,"1,012",161,1950,480.0,11-Nov-22,7,False,690000.0,385000.0
56 BEACH ROAD ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,4,2,2,546,165,2000,490.0,21-Feb-19,8,False,700000.0,310000.0
73 BEACH ROAD ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,557,184,2000,750.0,05-Sep-19,466,False,790000.0,300000.0
1/7 BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,5,2,3,585,260,1970,405.0,03-Feb-21,8,False,,
1/9 BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,455,220,1970,350.0,28-Nov-19,20,False,,
23 BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,"1,011",120,1950,630.0,25-Jan-20,7,False,630000.0,385000.0
31 BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,455,63,1980,430.0,25-Sep-24,7,False,445000.0,270000.0
31A BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,4,3,-,740,160,1976,695.0,05-Aug-24,26,False,700000.0,280000.0
55 BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,2,1,-,822,84,1950,420.0,15-Dec-23,7,False,455000.0,285000.0
57A BRITANNIA STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,625,170,1990,620.0,06-Dec-23,7,False,650000.0,235000.0
3 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,665,100,1965,550.0,09-May-22,7,False,640000.0,610000.0
24 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,1,2,1,506,58,2000,305.0,04-Mar-19,39,False,620000.0,320000.0
47 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,2,1,3,"1,382",91,1920,490.0,23-May-24,7,False,530000.0,385000.0
55 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,799,106,1950,385.0,24-Oct-18,20,False,540000.0,240000.0
56 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,584,120,1960,600.0,27-Sep-22,23,False,600000.0,235000.0
73 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,755,97,1940,525.0,22-Jun-24,7,False,580000.0,285000.0
81 CYGNET STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,4,1,2,860,210,1970,595.0,20-Apr-21,40,False,780000.0,285000.0
13 EFFINGHAM STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,750,100,1910,620.0,17-Jul-23,19,False,530000.0,395000.0
20A EFFINGHAM STREET ,"NORTH NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,519,93,1970,400.0,16-Apr-19,20,False,540000.0,235000.0
