Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value
4/104A IDRIS ROAD,"Bryndwr, Christchurch",8052,2,1,1,511,108,1960,580,14/08/2023,35,FALSE,880000
1/14 RESOLUTION PLACE,"Bryndwr, Christchurch",8053,2,1,1,511,140,1980,410,14/06/2023,7,FALSE,570000
1/52 TRUMAN ROAD,"Bryndwr, Christchurch",8053,2,1,1,511,84,1950,665,24/07/2023,8,FALSE,485000
1/183 WAIRAKEI ROAD,"Bryndwr, Christchurch",8053,2,1,2,511,220,1980,470,25/05/2023,8,FALSE,570000
2/294 WAIRAKEI ROAD,"Bryndwr, Christchurch",8053,2,1,2,511,160,1990,500,25/10/2023,7,FALSE,470000
1/61 AMBLESIDE DRIVE,"Burnside, Christchurch",8053,2,2,3,636,230,1980,430,18/05/2023,7,FALSE,510000
1/188 CLYDE ROAD,"Burnside, Christchurch",8053,2,1,1,511,64,1960,440,9/12/2023,8,FALSE,650000
310 ILAM ROAD,"Burnside, Christchurch",8053,2,1,2,645,110,1940,950,15/11/2023,7,FALSE,660000
1 ILFRACOMBE PLACE,"Burnside, Christchurch",8053,2,1,1,511,110,1990,560,3/08/2024,7,FALSE,650000
1/105 MEMORIAL AVENUE,"Burnside, Christchurch",8053,2,2,2,625,170,1960,460,24/05/2023,26,FALSE,630000
153 MEMORIAL AVENUE,"Burnside, Christchurch",8053,2,1,2,647,130,1950,560,19/02/2024,4,FALSE,770000
1/400 MEMORIAL AVENUE,"Burnside, Christchurch",8053,2,1,2,511,90,1960,400,28/06/2023,7,FALSE,620000
2/427 MEMORIAL AVENUE,"Burnside, Christchurch",8053,2,1,2,511,160,1970,550,3/10/2024,14,FALSE,650000
1/24 NEPAL PLACE,"Burnside, Christchurch",8053,2,1,2,511,150,1980,520,17/05/2023,8,FALSE,770000
2/12 PENHELIG PLACE,"Burnside, Christchurch",8053,2,1,1,511,110,1965,540,4/01/2024,21,FALSE,470000
2/18 REMBRANDT PLACE,"Burnside, Christchurch",8053,2,1,2,511,100,1980,600,15/12/2023,7,FALSE,610000
1/102 ROYDVALE AVENUE,"Burnside, Christchurch",8053,2,1,1,511,100,1970,500,30/05/2023,11,FALSE,830000
4A THURLESTONE PLACE,"Burnside, Christchurch",8053,2,2,1,511,140,1980,550,20/11/2023,7,FALSE,610000
1/380 WAIRAKEI ROAD,"Burnside, Christchurch",8053,2,1,2,511,100,1950,550,9/06/2023,20,FALSE,630000
41 WAYSIDE AVENUE,"Burnside, Christchurch",8053,2,1,1,620,100,1955,550,22/03/2024,7,FALSE,510000
2/45 WESTBURN TERRACE,"Burnside, Christchurch",8041,2,1,1,511,110,1960,540,14/02/2024,7,FALSE,830000
4/20 AJAX STREET,"Burwood, Christchurch",8061,2,2,1,96,70,2021,470,5/12/2023,7,FALSE,590000
5/20 AJAX STREET,"Burwood, Christchurch",8061,2,1,1,103,76,2021,550,5/03/2024,8,TRUE,630000
2/303 BURWOOD ROAD,"Burwood, Christchurch",8083,2,1,1,511,120,1990,550,11/02/2023,7,FALSE,530000
2/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,108,2000,470,24/05/2023,7,FALSE,555000
6/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,108,2000,470,6/06/2023,7,FALSE,570000
12/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,108,2000,485,22/11/2023,22,FALSE,550000
18/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,105,2000,470,26/10/2023,7,FALSE,580000
22/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,105,2000,485,12/05/2023,7,FALSE,580000
29/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,105,2000,485,14/12/2023,7,FALSE,375000
32/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,105,2000,520,4/05/2024,7,FALSE,370000
38/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,105,2000,485,10/10/2023,5,FALSE,580000
39/294 MAIREHAU ROAD,"Burwood, Christchurch",8083,2,1,1,511,105,2000,485,12/05/2023,7,FALSE,580000
2/243 NEW BRIGHTON ROAD,"Burwood, Christchurch",8061,2,1,1,511,110,1975,500,5/01/2024,16,TRUE,580000
9A ROWE PLACE,"Burwood, Christchurch",8061,2,1,1,746,73,1940,410,6/12/2023,7,FALSE,580000
1D STAFFORDSHIRE STREET,"Burwood, Christchurch",8083,2,1,1,511,85,2000,590,21/03/2024,3,FALSE,580000
2/10 BROGAR PLACE,"Casebrook, Christchurch",8051,2,1,1,511,90,1975,475,14/06/2023,7,FALSE,495000
1/35 CAVENDISH ROAD,"Casebrook, Christchurch",8051,2,1,1,511,86,1970,515,4/03/2024,7,FALSE,435000
2/39 MARLENE STREET,"Casebrook, Christchurch",8051,2,1,1,511,100,1980,550,5/02/2024,7,TRUE,405000
1/21 ROYLEEN STREET,"Casebrook, Christchurch",8051,2,1,1,511,100,1980,500,10/03/2023,7,FALSE,500000
78A STURROCKS ROAD,"Casebrook, Christchurch",8051,2,1,2,328,80,1980,540,20/09/2023,19,FALSE,495000
39 BOWENVALE AVENUE,"Cashmere, Christchurch",8022,2,1,2,819,102,1950,550,2/12/2024,7,FALSE,510000
1/54A BOWENVALE AVENUE,"Cashmere, Christchurch",8022,2,1,1,511,110,1985,520,13/07/2023,7,FALSE,500000
21B COLOMBO STREET,"Cashmere, Christchurch",8022,2,1,1,511,80,1990,755,30/10/2023,7,FALSE,530000
22 GUNNS CRESCENT,"Cashmere, Christchurch",8022,2,1,1,358,90,1960,520,6/02/2023,7,FALSE,780000
15 GWYNFA AVENUE,"Cashmere, Christchurch",8022,2,1,1,799,120,1950,695,11/07/2023,7,FALSE,545000
71A KIDSON TERRACE,"Cashmere, Christchurch",8022,2,2,1,511,105,1970,520,9/12/2023,13,FALSE,670000
1/23 LANDSDOWNE TERRACE,"Cashmere, Christchurch",8022,2,1,1,511,80,1960,535,14/04/2024,25,TRUE,570000
1/7 PATCHETT PLACE,"Cashmere, Christchurch",8022,2,1,2,511,90,1970,990,2/07/2024,7,FALSE,1030000
1/25 REMUERA AVENUE,"Cashmere, Christchurch",8022,2,1,1,511,90,1960,550,9/05/2023,8,FALSE,520000
5 SHERWOOD LANE,"Cashmere, Christchurch",8022,2,2,2,511,140,1960,645,3/03/2024,30,FALSE,450000
2/2A THORRINGTON ROAD,"Cashmere, Christchurch",8022,2,1,2,511,160,1980,600,25/01/2024,7,FALSE,590000
2/27 THORRINGTON ROAD,"Cashmere, Christchurch",8022,2,1,1,511,120,1970,490,12/09/2023,7,FALSE,575000
2/5 WHAREORA TERRACE,"Cashmere, Christchurch",8022,2,2,2,511,120,1970,650,26/10/2023,7,FALSE,670000
10B WHERSTEAD ROAD,"Cashmere, Christchurch",8022,2,2,1,511,112,2022,590,11/07/2023,8,FALSE,700000
1/4A WOODBRIDGE ROAD,"Cashmere, Christchurch",8022,2,1,1,511,110,1970,550,17/04/2024,42,TRUE,590000
6 WOODBRIDGE ROAD,"Cashmere, Christchurch",8022,2,1,1,511,103,1920,950,4/05/2024,7,FALSE,790000
11B WAIAU STREET,"Cracroft, Christchurch",8025,2,1,1,511,100,1975,390,19/10/2023,7,FALSE,740000
10 COOPERS ROAD,"Dallington, Christchurch",8061,2,4,1,458,63,1940,1000,17/04/2024,276,TRUE,580000
1/97 GAYHURST ROAD,"Dallington, Christchurch",8061,2,1,1,511,72,1970,450,9/06/2023,7,FALSE,1000000
1/24 LANDY STREET,"Dallington, Christchurch",8061,2,1,2,511,100,1950,450,27/07/2023,15,FALSE,520000
1/46 STRATHFIELD AVENUE,"Dallington, Christchurch",8061,2,1,1,511,83,1975,600,12/07/2023,680,FALSE,2850000
5 ALLARD STREET,"Edgeware, Christchurch",8013,2,1,2,511,84,2016,500,10/03/2023,7,FALSE,545000
1/9 ALLARD STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1970,450,12/05/2023,41,FALSE,380000
5/11 ALLARD STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1970,380,14/06/2023,7,FALSE,405000
2/36 ALLARD STREET,"Edgeware, Christchurch",8013,2,1,1,147,66,2024,550,31/01/2024,8,FALSE,405000
4/36 ALLARD STREET,"Edgeware, Christchurch",8013,2,1,1,127,66,2024,530,2/07/2024,7,FALSE,610000
3/436 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,90,1990,460,17/07/2023,20,FALSE,460000
1/440 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,123,2005,550,26/02/2024,7,FALSE,370000
6/440 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,123,2005,530,11/07/2023,40,FALSE,660000
8/440 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,123,2000,530,29/01/2024,57,FALSE,660000
1/450 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,99,2005,485,19/12/2023,7,FALSE,490000
4/456 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,55,1967,365,30/05/2023,7,FALSE,580000
470 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,113,87,2000,580,21/12/2023,15,FALSE,550000
470A BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,95,87,2000,530,19/02/2024,7,FALSE,550000
470C BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,89,87,2000,560,5/04/2024,35,TRUE,500000
1/473 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,101,2000,580,21/03/2024,23,FALSE,390000
4/473 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,2,511,105,2000,600,15/11/2023,7,FALSE,600000
2/486 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1975,500,10/04/2023,7,FALSE,580000
4/486 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1975,500,14/04/2024,25,TRUE,580000
4/490 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1975,480,12/02/2023,8,FALSE,550000
1/491 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1975,450,11/10/2023,7,FALSE,550000
2/504 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,450,4/03/2024,7,FALSE,355000
2/544 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,450,8/09/2023,5,FALSE,355000
8/544 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,450,8/09/2023,5,FALSE,370000
1/550 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,122,78,2020,500,12/05/2023,22,FALSE,455000
2/550 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,99,78,2020,495,20/11/2023,7,FALSE,400000
6/550 BARBADOES STREET,"Edgeware, Christchurch",8013,2,1,1,86,78,2020,510,12/09/2023,7,FALSE,390000
109A CANON STREET,"Edgeware, Christchurch",8013,2,2,1,296,97,2019,570,27/04/2024,12,TRUE,390000
5 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1975,600,3/09/2024,7,FALSE,610000
8C CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,74,63,2023,525,6/12/2023,25,FALSE,600000
16B CHAMPION STREET,"Edgeware, Christchurch",8013,2,2,1,116,70,2023,530,24/09/2023,13,FALSE,600000
4/41 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1965,460,21/02/2024,7,FALSE,670000
2/49 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,84,1990,490,29/12/2023,7,FALSE,470000
1/53 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,81,1990,460,7/10/2023,7,FALSE,535000
4/54 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,118,2005,490,25/05/2023,7,FALSE,650000
5/54 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,118,2005,509,30/08/2023,7,FALSE,385000
9/54 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,118,2005,500,12/05/2023,7,FALSE,480000
57B CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,150,82,2017,530,2/06/2024,7,FALSE,480000
57C CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,150,82,2017,530,13/02/2024,8,FALSE,490000
1/69 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,380,28/06/2023,7,FALSE,490000
3/69 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,370,5/11/2023,7,FALSE,490000
3/74 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,410,16/03/2024,7,FALSE,570000
3/89 CHAMPION STREET,"Edgeware, Christchurch",8013,2,2,1,100,68,2022,510,13/09/2023,14,FALSE,570000
5/89 CHAMPION STREET,"Edgeware, Christchurch",8013,2,2,1,117,70,2022,520,9/04/2023,7,FALSE,385000
6/89 CHAMPION STREET,"Edgeware, Christchurch",8013,2,2,1,187,68,2022,519,5/01/2024,9,TRUE,375000
2/110 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,100,1975,480,26/07/2023,7,FALSE,370000
2/112 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,91,1970,460,20/10/2023,7,FALSE,640000
4/112 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,91,1970,460,7/07/2023,7,FALSE,640000
1/124 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1970,450,19/01/2024,7,FALSE,650000
3/129 CHAMPION STREET,"Edgeware, Christchurch",8013,2,1,1,511,90,1970,480,10/11/2023,7,FALSE,400000
49 CLEVELAND STREET,"Edgeware, Christchurch",8013,2,1,1,607,110,1915,595,9/11/2023,7,FALSE,390000
62A CLEVELAND STREET,"Edgeware, Christchurch",8013,2,1,1,185,72,2023,500,6/06/2023,7,FALSE,400000
62D CLEVELAND STREET,"Edgeware, Christchurch",8013,2,1,1,146,72,2023,540,28/02/2024,7,FALSE,385000
65 CLEVELAND STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,2005,550,4/04/2024,7,FALSE,375000
1/66 CLEVELAND STREET,"Edgeware, Christchurch",8013,2,2,1,86,76,2023,570,29/04/2024,10,TRUE,670000
4/66 CLEVELAND STREET,"Edgeware, Christchurch",8013,2,2,1,72,75,2023,550,27/09/2023,21,FALSE,570000
1/160 EDGEWARE ROAD,"Edgeware, Christchurch",8013,2,1,1,511,110,1990,350,1/08/2024,7,FALSE,590000
4/168 EDGEWARE ROAD,"Edgeware, Christchurch",8013,2,1,1,511,60,1965,335,2/10/2024,7,FALSE,550000
206B EDGEWARE ROAD,"Edgeware, Christchurch",8013,2,1,1,80,85,2024,585,5/07/2024,25,TRUE,560000
4/225 EDGEWARE ROAD,"Edgeware, Christchurch",8013,2,1,1,511,60,1970,380,29/05/2023,7,FALSE,555000
2/12 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,2,1,93,71,2023,570,5/04/2024,5,TRUE,310000
4/12 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,2,1,108,71,2023,560,29/01/2024,15,FALSE,315000
6/12 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,2,1,95,71,2023,570,27/03/2024,7,FALSE,610000
3/32 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,1,1,511,76,2017,470,1/05/2024,7,FALSE,360000
3/34 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,1,1,511,60,1970,470,7/05/2023,7,FALSE,650000
2/108 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,1,1,511,50,1970,440,8/11/2023,7,FALSE,660000
5/108 EDWARD AVENUE,"Edgeware, Christchurch",8013,2,1,1,511,50,1970,460,24/03/2024,7,FALSE,650000
4/9 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1965,480,19/04/2024,20,TRUE,570000
3/17 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1975,430,1/10/2024,7,FALSE,405000
1/20 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,80,1970,475,11/06/2023,7,FALSE,370000
3/20 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,460,26/03/2024,7,FALSE,370000
4/20 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,430,7/03/2023,7,FALSE,390000
2/26 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,61,2016,500,17/07/2023,22,FALSE,420000
3/36 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,420,22/03/2024,7,FALSE,425000
5/46 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,450,18/04/2024,21,TRUE,295000
4/56 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,97,2020,550,2/06/2024,7,FALSE,405000
2/57 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,65,2016,420,3/04/2024,7,FALSE,540000
3/57 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,65,2016,465,11/10/2023,8,FALSE,350000
3/72 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1965,450,15/01/2024,8,FALSE,385000
5/72 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1965,490,5/06/2024,9,TRUE,610000
2/75 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,56,2016,495,14/12/2023,10,FALSE,530000
3/75 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,56,2016,460,17/01/2024,7,FALSE,530000
5/77 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,2017,499,10/04/2023,7,FALSE,530000
3/118 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,430,28/02/2024,7,FALSE,420000
3/125 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1970,480,21/08/2023,7,FALSE,420000
4/133 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,400,23/08/2023,7,FALSE,450000
137A GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,2,426,187,2010,480,30/08/2023,7,FALSE,450000
4/138 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,2016,500,12/05/2023,8,FALSE,470000
167B GERALDINE STREET,"Edgeware, Christchurch",8013,2,2,1,153,99,2023,550,1/11/2024,8,FALSE,370000
167C GERALDINE STREET,"Edgeware, Christchurch",8013,2,2,1,152,99,2023,580,1/12/2024,15,FALSE,360000
2/172 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,2,511,60,2017,520,22/12/2023,7,FALSE,365000
1/182 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,3,690,300,1970,465,30/11/2023,7,FALSE,1240000
196 GERALDINE STREET,"Edgeware, Christchurch",8013,2,1,1,506,133,1930,550,14/04/2024,113,TRUE,550000
1/206 GERALDINE STREET,"Edgeware, Christchurch",8013,2,3,12,105,93,2023,560,22/08/2023,20,FALSE,650000
3/206 GERALDINE STREET,"Edgeware, Christchurch",8013,2,2,1,105,99,2023,560,12/02/2023,17,FALSE,650000
7/206 GERALDINE STREET,"Edgeware, Christchurch",8013,2,3,1,80,90,2023,570,22/04/2024,24,TRUE,485000
11/206 GERALDINE STREET,"Edgeware, Christchurch",8013,2,3,12,125,90,2023,565,25/07/2023,65,FALSE,650000
6 GRESFORD STREET,"Edgeware, Christchurch",8013,2,1,1,179,103,2000,585,5/03/2024,13,TRUE,560000
4/45 GRESFORD STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,400,12/06/2023,15,FALSE,630000
4/21 HENDON STREET,"Edgeware, Christchurch",8013,2,1,1,124,72,2022,535,27/02/2024,7,FALSE,650000
5/21 HENDON STREET,"Edgeware, Christchurch",8013,2,1,1,136,72,2022,520,12/07/2023,36,FALSE,620000
6/21 HENDON STREET,"Edgeware, Christchurch",8013,2,1,1,120,73,2022,530,26/01/2024,8,FALSE,630000
7/21 HENDON STREET,"Edgeware, Christchurch",8013,2,1,1,127,92,2022,560,3/04/2024,7,FALSE,530000
1/24 HENDON STREET,"Edgeware, Christchurch",8013,2,2,1,198,73,2021,520,15/08/2023,7,FALSE,355000
2/21 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,116,100,2018,520,19/09/2023,20,FALSE,640000
4/23 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,68,74,2021,485,27/07/2023,18,FALSE,640000
1/25 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,511,70,1965,485,28/03/2024,7,FALSE,640000
2/50 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,153,73,2021,505,13/06/2023,7,FALSE,640000
3/51 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,139,73,2022,520,24/05/2023,7,FALSE,680000
4/51 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,139,73,2022,520,30/04/2024,45,TRUE,660000
6/51 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,139,73,2022,520,17/07/2023,7,FALSE,600000
8/51 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,96,76,2022,500,22/06/2023,7,FALSE,490000
2/52 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,153,73,2021,505,31/05/2023,7,FALSE,405000
3/52 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,153,73,2021,505,25/08/2023,7,FALSE,580000
1/54 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,511,160,1910,500,3/06/2024,7,FALSE,530000
1/63 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,191,74,2023,550,30/08/2023,5,FALSE,530000
4/63 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,118,74,2023,520,21/09/2023,7,FALSE,530000
4/78 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,511,60,1965,420,12/03/2023,7,FALSE,510000
87A HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,511,60,1965,510,8/03/2023,7,FALSE,580000
2/98 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,4,183,99,2020,540,31/10/2023,7,FALSE,580000
108 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,3,511,71,2016,560,15/01/2024,7,FALSE,620000
2/123 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,511,60,1970,480,21/02/2024,7,FALSE,650000
4/135 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,134,75,2022,540,4/03/2024,7,FALSE,650000
3/160 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,132,68,2022,520,11/03/2023,15,FALSE,335000
4/160 HILLS ROAD,"Edgeware, Christchurch",8013,2,2,1,184,68,2022,509,1/03/2024,7,FALSE,330000
181 HILLS ROAD,"Edgeware, Christchurch",8013,2,1,1,511,80,2007,460,6/09/2023,7,FALSE,625000
11/21 PACKE STREET,"Edgeware, Christchurch",8013,2,2,1,511,78,2020,500,9/09/2023,7,FALSE,580000
1/26 PACKE STREET,"Edgeware, Christchurch",8013,2,1,2,511,72,2017,530,4/02/2024,12,FALSE,400000
7/27 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1985,580,1/10/2024,7,FALSE,650000
1/31 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,66,1975,385,1/05/2024,7,FALSE,625000
2/64 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,66,2017,550,25/02/2024,7,FALSE,625000
111 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,90,1975,560,7/04/2023,7,FALSE,560000
2/116 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1965,420,29/09/2023,7,FALSE,600000
4/116 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1965,505,1/10/2024,7,FALSE,515000
138 PACKE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,525,29/01/2024,6,FALSE,440000
4/112 PURCHAS STREET,"Edgeware, Christchurch",8013,2,1,1,131,78,2021,550,7/12/2023,7,FALSE,425000
5/112 PURCHAS STREET,"Edgeware, Christchurch",8013,2,1,6,131,78,2021,550,20/12/2023,7,FALSE,610000
130 PURCHAS STREET,"Edgeware, Christchurch",8013,2,1,1,182,104,2000,520,17/10/2023,7,FALSE,405000
132 PURCHAS STREET,"Edgeware, Christchurch",8013,2,1,1,98,104,2000,500,19/01/2024,7,FALSE,340000
2 VERLAMIO LANE,"Edgeware, Christchurch",8013,2,2,1,202,96,2019,550,13/07/2023,7,FALSE,340000
5 VERLAMIO LANE,"Edgeware, Christchurch",8013,2,2,1,169,95,2019,585,26/03/2024,19,FALSE,370000
9 VERLAMIO LANE,"Edgeware, Christchurch",8013,2,2,1,169,95,2019,750,17/11/2023,58,FALSE,630000
14 VERLAMIO LANE,"Edgeware, Christchurch",8013,2,2,1,189,96,2019,550,2/02/2024,7,FALSE,630000
15 VERLAMIO LANE,"Edgeware, Christchurch",8013,2,2,1,130,95,2019,580,30/04/2024,9,TRUE,600000
23 VERLAMIO LANE,"Edgeware, Christchurch",8013,2,2,1,133,95,2019,550,20/07/2023,8,FALSE,510000
15A WHITMORE STREET,"Edgeware, Christchurch",8013,2,2,1,221,83,2021,545,22/01/2024,7,FALSE,660000
15B WHITMORE STREET,"Edgeware, Christchurch",8013,2,2,1,155,82,2021,520,3/04/2024,7,FALSE,660000
4/19 WHITMORE STREET,"Edgeware, Christchurch",8013,2,1,1,511,70,1975,375,6/02/2023,7,FALSE,660000
4/25 WHITMORE STREET,"Edgeware, Christchurch",8013,2,1,1,511,50,1975,410,8/10/2023,7,FALSE,660000
3/27 WHITMORE STREET,"Edgeware, Christchurch",8013,2,1,1,511,50,1975,400,2/01/2024,7,FALSE,660000
4/33 WHITMORE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1975,350,8/03/2023,7,FALSE,660000
1/34 WHITMORE STREET,"Edgeware, Christchurch",8013,2,1,1,511,60,1945,450,15/04/2024,24,TRUE,700000
2/57 WOODVILLE STREET,"Edgeware, Christchurch",8013,2,2,1,136,93,2021,520,22/05/2023,7,FALSE,680000
26B BRYNDWR ROAD,"Fendalton, Christchurch",8052,2,1,1,511,140,1980,580,21/09/2023,7,FALSE,450000
1/43 FENDALTON ROAD,"Fendalton, Christchurch",8014,2,1,1,511,80,1960,495,7/12/2023,7,FALSE,355000
2/46 FENDALTON ROAD,"Fendalton, Christchurch",8014,2,1,1,511,100,1930,480,6/10/2023,7,FALSE,315000
103B FENDALTON ROAD,"Fendalton, Christchurch",8014,2,1,1,511,90,1970,480,20/12/2023,7,FALSE,355000
2/28 GLANDOVEY ROAD,"Fendalton, Christchurch",8052,2,1,1,511,80,1950,450,4/10/2024,29,TRUE,325000
61 GLANDOVEY ROAD,"Fendalton, Christchurch",8052,2,2,2,766,270,1970,675,9/04/2023,7,FALSE,680000
62 GLANDOVEY ROAD,"Fendalton, Christchurch",8052,2,1,1,511,95,1960,550,26/01/2024,8,FALSE,780000
109A HARAKEKE STREET,"Fendalton, Christchurch",8014,2,1,1,511,80,1970,440,4/05/2024,7,FALSE,660000
10 IDRIS ROAD,"Fendalton, Christchurch",8052,2,1,1,769,134,1940,640,17/05/2023,9,FALSE,670000
18 IDRIS ROAD,"Fendalton, Christchurch",8052,2,1,1,511,90,1965,570,21/11/2023,40,FALSE,640000
2/15 JEFFREYS ROAD,"Fendalton, Christchurch",8052,2,1,1,511,70,1960,550,17/04/2024,22,TRUE,670000
