Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
29 MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,250,1910,580,19-Dec-23,8,FALSE,"$650,000","$580,000"
50B WHITELEIGH AVENUE ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,137,99,2024,575,1-Nov-24,122,FALSE,"$540,000","$160,000"
50C WHITELEIGH AVENUE ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,140,99,2024,575,18-Sep-24,78,FALSE,"$540,000","$160,000"
5/64 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,4,115,74,2020,575,1-Oct-24,7,FALSE,"$640,000","$305,000"
2/32 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,68,1970,575,20-May-24,21,FALSE,"$530,000","$375,000"
6/331 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,83,73,2023,570,19-Apr-24,7,FALSE,"$610,000","$190,000"
4/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,570,18-Apr-23,7,FALSE,"$710,000","$360,000"
2/10 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,-,133,76,2023,570,29-Nov-24,15,TRUE,"$680,000","$315,000"
1/89 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,-,122,1990,570,8-Dec-23,7,FALSE,"$500,000","$290,000"
3/6 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,80,80,2020,570,9-Aug-24,7,FALSE,"$640,000","$205,000"
24D HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,130,1960,570,1-Nov-24,8,FALSE,"$640,000","$495,000"
3/25 MATAI STREET WEST ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,76,79,2024,570,2-Dec-24,61,TRUE,"$690,000","$260,000"
37 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,4,645,270,2000,570,20-Nov-24,54,TRUE,"$1,250,000","$790,000"
44B PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,127,102,2022,570,25-Sep-23,7,FALSE,"$710,000","$260,000"
5/8 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,89,77,2020,570,19-Sep-24,6,FALSE,"$640,000","$205,000"
3/16 HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,122,77,2022,565,1-Mar-24,21,FALSE,"$700,000","$390,000"
1/45 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,70,1960,565,3-Dec-24,5,TRUE,"$455,000","$325,000"
7/62 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,100,1970,565,4-Nov-24,35,FALSE,"$415,000","$280,000"
4/12 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,109,79,2024,565,2-Nov-24,13,FALSE,"$670,000","$230,000"
2/317 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,59,111,2023,560,15-Oct-24,28,FALSE,"$680,000","$180,000"
3/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,-,110,1970,560,22-Jan-24,11,FALSE,"$415,000","$280,000"
1/65 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,121,2000,560,10-Oct-23,7,FALSE,"$560,000","$265,000"
4/58 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,124,94,2023,560,28-Dec-23,15,FALSE,"$710,000","$260,000"
2/64 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,180,1990,560,8-Jan-24,69,FALSE,"$820,000","$430,000"
2/16 HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,127,77,2022,560,21-Jul-23,7,FALSE,"$700,000","$390,000"
4/16 HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,122,77,2022,560,15-Sep-23,7,FALSE,"$700,000","$390,000"
3/31 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,100,1960,560,3-Jul-24,17,FALSE,"$600,000","$435,000"
18 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,179,160,1998,560,26-Apr-23,7,FALSE,"$780,000","$550,000"
4/6 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,76,76,2020,560,26-Nov-24,12,TRUE,"$630,000","$200,000"
29A CLARENCE STREET SOUTH ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,273,104,2013,550,26-Jun-24,10,FALSE,"$560,000","$275,000"
4/2 LEAMINGTON STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,2,-,140,1990,550,15-Feb-24,7,FALSE,"$540,000","$215,000"
2/325 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,71,2023,550,12-Feb-24,15,FALSE,"$610,000","$180,000"
5/327 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,82,73,2023,550,4-Oct-24,7,FALSE,"$610,000","$190,000"
4/331 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,71,2023,550,20-Feb-24,7,FALSE,"$610,000","$180,000"
6/485 SELWYN STREET ,"CHRISTCHURCH CENTRAL, CHRISTCHURCH",8011,2,2,1,69,88,2021,550,29-Jul-24,54,FALSE,"$730,000","$320,000"
3/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1990,550,9-Jan-23,7,FALSE,"$580,000","$385,000"
6/19 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,190,72,2022,550,5-Jul-24,7,FALSE,"$610,000","$270,000"
55A BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,129,88,2010,550,4-Mar-24,7,FALSE,"$530,000","$305,000"
3/65 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,111,2008,550,9-Jan-23,4,FALSE,"$550,000","$255,000"
83D BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,116,2000,550,3-Oct-23,7,FALSE,"$530,000","$265,000"
3/123 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,94,1970,550,11-Jul-23,7,FALSE,"$455,000","$315,000"
160 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,546,110,1930,550,25-Jan-24,7,FALSE,"$790,000","$760,000"
3/19 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,107,70,2023,550,27-Feb-24,7,FALSE,"$680,000","$265,000"
4/19 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,163,70,2023,550,20-Aug-24,7,FALSE,"$680,000","$265,000"
1 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,-,146,91,2020,550,8-Jul-24,7,FALSE,"$750,000","$315,000"
6/45 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,82,80,2021,550,24-Sep-23,22,FALSE,"$690,000","$290,000"
1/8 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,80,1990,550,21-Mar-24,7,FALSE,"$500,000","$335,000"
11/12 FREYBERG AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,77,78,2020,550,23-Feb-24,7,FALSE,"$670,000","$260,000"
1/16 HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,183,91,2022,550,2-Dec-24,25,TRUE,"$770,000","$420,000"
5/16 HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,130,77,2022,550,20-Aug-23,7,FALSE,"$700,000","$390,000"
2/20 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,140,1990,550,16-May-24,7,FALSE,"$640,000","$340,000"
3/36 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,550,22-Nov-24,16,TRUE,"$540,000","$325,000"
74 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,168,130,1990,550,19-Jul-23,17,FALSE,"$550,000","$305,000"
5/26 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,80,1970,550,15-Dec-23,7,FALSE,"$540,000","$405,000"
7/4 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,87,87,2020,550,23-Nov-24,15,TRUE,"$650,000","$205,000"
5/10 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,80,78,2020,550,4-Oct-24,7,FALSE,"$640,000","$205,000"
6/10 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,80,78,2020,550,12-Apr-24,8,FALSE,"$640,000","$205,000"
11A STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1960,550,10-Apr-24,7,FALSE,"$590,000","$465,000"
3/16 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,100,1970,549,22-Aug-24,7,FALSE,"$590,000","$375,000"
5/9 CHATHAM STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,147,68,2024,545,6-Mar-24,7,FALSE,"$600,000","$150,000"
5/11 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,87,1970,545,15-Oct-24,29,FALSE,"$495,000","$305,000"
2/9 CHATHAM STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,97,68,2024,540,19-Mar-24,8,FALSE,"$590,000","$130,000"
3/9 CHATHAM STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,97,68,2024,540,13-Mar-24,8,FALSE,"$590,000","$130,000"
4/9 CHATHAM STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,97,68,2024,540,6-Mar-24,7,FALSE,"$590,000","$130,000"
35B CLARENCE STREET SOUTH ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,119,74,2023,540,8-Jun-24,7,FALSE,"$510,000","$130,000"
4 KENILWORTH STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,1,145,161,2000,540,30-May-24,11,FALSE,"$540,000","$160,000"
9/317 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,131,110,2023,540,30-Nov-24,8,TRUE,"$680,000","$200,000"
2/19 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,107,70,2023,540,1-Feb-24,43,FALSE,"$640,000","$235,000"
4/45 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,68,81,2021,540,28-Aug-23,7,FALSE,"$680,000","$280,000"
51A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,118,132,2000,540,25-Oct-23,7,FALSE,"$580,000","$245,000"
52B PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,3,-,196,88,2022,540,2-Sep-23,7,FALSE,"$690,000","$325,000"
8/4 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,87,87,2020,540,8-May-24,25,FALSE,"$650,000","$205,000"
9/4 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,88,88,2020,540,31-Oct-24,53,FALSE,"$650,000","$205,000"
10/27 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,116,74,2022,539,1-Oct-24,7,FALSE,"$680,000","$280,000"
8A ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,4,1,321,208,2005,539,2-Oct-24,1065,FALSE,"$1,110,000","$500,000"
80A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,130,1990,535,14-Nov-23,15,FALSE,"$570,000","$325,000"
52C PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,108,76,2022,535,7-Aug-23,7,FALSE,"$660,000","$325,000"
3/325 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,530,1-May-24,7,FALSE,"$610,000","$180,000"
4/27 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,72,74,2022,530,3-Apr-24,7,FALSE,"$660,000","$245,000"
116B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,82,78,2021,530,9-Oct-24,19,FALSE,"$690,000","$305,000"
120B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,78,2021,530,1-May-24,7,FALSE,"$690,000","$305,000"
56C BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,182,157,2008,530,16-Nov-23,7,FALSE,"$680,000","$340,000"
2/33 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,82,2016,530,11-Jan-24,7,FALSE,"$780,000","$510,000"
3A ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,226,90,2005,530,1-Nov-23,7,FALSE,"$530,000","$340,000"
4/45 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,530,16-Mar-24,7,FALSE,"$580,000","$325,000"
16B LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,181,83,2005,530,29-Apr-23,7,FALSE,"$560,000","$295,000"
1/16 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,98,1990,530,20-Jan-23,7,FALSE,"$630,000","$340,000"
4/26 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1975,530,9-Oct-24,7,FALSE,"$465,000","$335,000"
3/74 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,93,1970,530,26-Apr-24,7,FALSE,"$470,000","$315,000"
5/331 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,72,2023,525,2-May-23,10,FALSE,"$610,000","$180,000"
7/27 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,99,74,2022,525,26-Sep-23,7,FALSE,"$680,000","$260,000"
5/19 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,115,73,2022,525,5-Mar-24,7,FALSE,"$600,000","$235,000"
24B HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1960,525,16-Oct-24,7,FALSE,"$620,000","$405,000"
3/6 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,76,76,2020,525,9-Jan-23,7,FALSE,"$630,000","$200,000"
3/21 CLARENCE STREET SOUTH ,CHRISTCHURCH,-,2,1,1,102,77,2023,520,29-Aug-24,31,FALSE,"$600,000","$130,000"
5/323 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,73,2023,520,6-Sep-24,7,FALSE,"$610,000","$180,000"
4/327 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,520,22-Feb-24,15,FALSE,"$610,000","$180,000"
5 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,417,92,1915,520,17-Oct-23,64,FALSE,"$630,000","$600,000"
2/19 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,134,71,2022,520,25-Jan-24,2,FALSE,"$610,000","$270,000"
1/44 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,120,1960,520,30-Sep-23,7,FALSE,"$600,000","$415,000"
6B ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,180,178,2000,520,13-Sep-23,7,FALSE,"$750,000","$325,000"
6/12 FREYBERG AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,93,78,2020,520,12-Oct-24,7,FALSE,"$660,000","$255,000"
2/15 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,120,1990,520,30-May-24,7,FALSE,"$640,000","$380,000"
1/28 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1970,520,1-Mar-24,7,FALSE,"$490,000","$340,000"
2/27 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,82,1990,520,10-Jan-24,7,FALSE,"$570,000","$350,000"
33D PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,72,1980,520,28-Dec-23,7,FALSE,"$455,000","$305,000"
1/57 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,120,1980,520,2-Jul-24,7,FALSE,"$660,000","$380,000"
3/64 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,4,78,74,2020,515,13-Nov-23,7,FALSE,"$660,000","$260,000"
2/21 CLARENCE STREET SOUTH ,CHRISTCHURCH,-,2,1,1,107,77,2023,510,11-Nov-24,54,TRUE,"$600,000","$130,000"
1/327 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,86,73,2023,510,31-Jan-24,22,FALSE,"$610,000","$190,000"
116A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,135,82,2021,510,11-Sep-23,7,FALSE,"$720,000","$340,000"
116C BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,116,82,2021,510,26-Apr-23,7,FALSE,"$710,000","$325,000"
120C BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,82,2021,510,29-Mar-24,7,FALSE,"$650,000","$285,000"
122B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,87,82,2021,510,12-Jun-24,7,FALSE,"$690,000","$305,000"
3/4 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,82,1970,510,8-Aug-24,7,FALSE,"$470,000","$335,000"
1/17 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,5,4,4,"1,012",410,1970,510,1-May-24,7,FALSE,-,-
2/31 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,90,1960,510,13-Dec-23,7,FALSE,"$570,000","$405,000"
3/32 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,125,1995,510,5-Mar-24,7,FALSE,"$620,000","$350,000"
1/7 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,4,4,"1,093",370,1970,510,28-Sep-24,3,FALSE,-,-
4/329 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,505,4-Oct-23,7,FALSE,"$610,000","$180,000"
17 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,205,81,2000,505,12-Aug-24,67,FALSE,"$550,000","$335,000"
2 KENILWORTH STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,1,176,122,2000,500,30-May-23,7,FALSE,"$510,000","$180,000"
2/321 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,96,72,2023,500,6-Sep-23,7,FALSE,"$610,000","$190,000"
2/331 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,71,2023,500,18-May-23,31,FALSE,"$610,000","$180,000"
55C BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,117,88,2010,500,4-Feb-23,7,FALSE,"$520,000","$290,000"
1/59 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,140,1990,500,30-May-23,7,FALSE,"$570,000","$300,000"
3/63 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,118,2006,500,27-Jun-24,7,FALSE,"$550,000","$240,000"
3/22 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1960,500,28-Sep-24,11,FALSE,"$375,000","$305,000"
113D CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,183,139,2005,500,9-May-23,7,FALSE,"$650,000","$330,000"
6/27 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,130,1980,500,21-Aug-23,7,FALSE,"$660,000","$315,000"
3/15 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,80,1970,500,10-Mar-23,7,FALSE,"$470,000","$325,000"
17B DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,207,81,2005,500,24-Jul-24,7,FALSE,"$530,000","$325,000"
1/36 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,66,1970,500,24-Sep-24,22,FALSE,"$425,000","$325,000"
8/12 FREYBERG AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,79,78,2020,500,5-Jul-23,7,FALSE,"$670,000","$260,000"
4/16 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,110,1970,500,12-Oct-23,7,FALSE,"$600,000","$420,000"
1/44 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,4,"1,012",300,1970,500,4-Apr-24,7,FALSE,-,-
55 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,231,93,2005,500,13-Jan-23,7,FALSE,"$600,000","$360,000"
1/97 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,104,1980,500,13-Nov-24,66,TRUE,"$530,000","$335,000"
33F PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1970,500,26-Jun-23,7,FALSE,"$460,000","$305,000"
1/104 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,92,1975,500,14-Jan-24,7,FALSE,"$485,000","$335,000"
6 CHATHAM STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,249,104,2013,495,12-May-23,7,FALSE,"$560,000","$250,000"
4/49 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,83,1970,495,18-Oct-23,22,FALSE,"$460,000","$300,000"
83C BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,116,2000,495,7-Jun-23,40,FALSE,"$520,000","$265,000"
2/7 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1990,495,3-Oct-24,7,FALSE,"$580,000","$325,000"
6 KYLE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,615,100,1940,495,3-May-24,11,FALSE,"$750,000","$680,000"
53 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,190,93,2005,495,11-Jan-23,7,FALSE,"$570,000","$325,000"
2/2 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,65,1973,495,26-Nov-24,12,TRUE,"$330,000","$250,000"
3/2 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,65,1973,495,26-Nov-24,12,TRUE,"$365,000","$290,000"
2/16 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,98,1995,495,1-Jul-23,7,FALSE,"$610,000","$325,000"
45 CLARENCE STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,90,1915,490,4-Sep-23,7,FALSE,"$500,000","$350,000"
29D CLARENCE STREET SOUTH ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,229,104,2013,490,22-Dec-22,7,FALSE,"$560,000","$235,000"
1/27 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,1,1,1,65,56,2022,490,5-Dec-24,3,TRUE,"$600,000","$260,000"
3/127 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,84,1970,490,22-Jan-24,7,FALSE,"$495,000","$395,000"
3/136 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1970,490,23-Aug-24,73,FALSE,"$405,000","$265,000"
3/169 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,120,1990,490,24-Mar-23,19,FALSE,"$530,000","$265,000"
1/66 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,81,1960,490,17-Aug-24,26,FALSE,"$520,000","$340,000"
11C ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,257,90,1990,490,2-Aug-23,7,FALSE,"$520,000","$315,000"
1/32 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,4,4,"1,012",280,1970,490,5-Nov-24,7,FALSE,-,-
3/47 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1970,490,18-Apr-23,75,FALSE,"$550,000","$350,000"
17A HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,-,-,85,1955,490,6-Sep-24,7,FALSE,"$530,000","$360,000"
1/41 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,65,1970,490,31-Oct-24,7,FALSE,"$470,000","$350,000"
1/43 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,3,4,804,320,1990,490,29-Nov-24,51,TRUE,-,-
2/43 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,490,10-Sep-24,7,FALSE,"$550,000","$325,000"
1/47 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,80,1970,489,30-Jul-24,7,FALSE,"$460,000","$350,000"
4/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,160,1990,480,7-Feb-23,7,FALSE,"$700,000","$335,000"
3/14 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,57,1970,480,14-Sep-24,7,FALSE,"$405,000","$265,000"
2/127 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,107,1970,480,10-Jan-24,7,FALSE,"$480,000","$350,000"
5/136 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,70,1970,480,16-Nov-23,16,FALSE,"$430,000","$305,000"
1/145A CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,71,1980,480,27-Aug-24,7,FALSE,"$460,000","$290,000"
3/34 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,100,1995,480,16-Mar-23,7,FALSE,"$600,000","$330,000"
3/43 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,480,3-May-24,7,FALSE,"$560,000","$340,000"
6/74 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,93,1970,480,22-Feb-23,7,FALSE,"$440,000","$315,000"
3/7 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,91,1970,480,9-May-23,7,FALSE,"$495,000","$290,000"
4/7 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1970,480,26-Nov-24,47,TRUE,"$540,000","$340,000"
8/323 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,72,2023,470,19-Aug-24,20,FALSE,"$610,000","$180,000"
