Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value
3/37 WEBB STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1,109,84,2022,630,21-Dec-23,2,FALSE,820000
6/37 WEBB STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1,79,80,2022,600,3-Jan-24,7,FALSE,790000
3/138 WESTMINSTER STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1,136,96,2021,495,27-May-23,7,FALSE,700000
4/138 WESTMINSTER STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1,136,96,2021,550,10-Jan-24,7,FALSE,700000
239 WESTON ROAD,"ST ALBANS, CHRISTCHURCH",8052,2,1,1,690,90,1945,650,24-Jul-23,28,FALSE,730000
1/106 BLIGHS ROAD,"STROWAN, CHRISTCHURCH",8052,2,2,2,974,170,1960,560,17-Jan-24,7,FALSE,650000
130 BLIGHS ROAD,"STROWAN, CHRISTCHURCH",8052,2,1,1,610,110,1960,460,6-Jun-23,7,FALSE,850000
2/186 BLIGHS ROAD,"STROWAN, CHRISTCHURCH",8052,2,1,1,-,90,1970,575,30-Jan-24,7,FALSE,580000
12 DENVIR STREET,"STROWAN, CHRISTCHURCH",8052,2,1,3,744,100,1940,525,10-Jan-24,31,FALSE,690000
1/8A ELMWOOD ROAD,"STROWAN, CHRISTCHURCH",8052,2,1,1,-,110,1970,480,4-Nov-23,7,FALSE,590000
86 HALTON STREET,"STROWAN, CHRISTCHURCH",8052,2,1,2,607,140,1960,490,28-Nov-23,7,FALSE,650000
106 HAWTHORNE STREET,"STROWAN, CHRISTCHURCH",8052,2,1,1,-,100,1960,500,30-Nov-23,7,FALSE,560000
1/23 LANSBURY AVENUE,"STROWAN, CHRISTCHURCH",8052,2,1,1,-,105,1990,500,19-Jan-24,7,FALSE,670000
1/17 LLOYD STREET,"STROWAN, CHRISTCHURCH",8052,2,1,1,-,114,1970,460,8-Jun-23,29,FALSE,540000
1/19 LLOYD STREET,"STROWAN, CHRISTCHURCH",8052,2,2,2,-,130,1970,479,14-Mar-24,7,FALSE,590000
405 PAPANUI ROAD,"STROWAN, CHRISTCHURCH",8052,2,1,2,-,120,1940,540,28-Apr-24,11,TRUE,680000
2/10 PEEL STREET,"STROWAN, CHRISTCHURCH",8052,2,1,2,-,160,1985,630,4-Jan-24,22,FALSE,1150000
3/41 ARNOLD STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1,-,85,1980,550,27-Sep-23,7,FALSE,630000
7/9 BURGESS STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2,-,93,1990,"1,350",24-Jul-23,98,FALSE,870000
2/20 ESPLANADE,"SUMNER, CHRISTCHURCH",8081,2,2,2,-,62,1990,600,11-Dec-23,15,FALSE,1170000
8/46 ESPLANADE,"SUMNER, CHRISTCHURCH",8081,2,1,2,-,72,1990,620,25-Nov-23,7,FALSE,855000
3/138 ESPLANADE,"SUMNER, CHRISTCHURCH",8081,2,1,1,-,70,1970,580,12-Mar-24,7,FALSE,645000
2/15 MARRINER STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1,-,70,1970,Not Disclosed,30-Apr-24,9,TRUE,550000
18 NAYLAND STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2,298,103,1960,550,20-May-23,22,FALSE,920000
3/56 NAYLAND STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2,-,120,1990,600,17-Jul-23,80,FALSE,880000
4/5 STOKE STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1,-,60,1970,480,17-Jul-23,7,FALSE,475000
25 STOKE STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1,428,95,1940,560,4-Apr-24,7,FALSE,850000
1/31 TRURO STREET,"SUMNER, CHRISTCHURCH",8081,2,2,2,602,180,1970,490,2-Jun-23,7,FALSE,650000
3 VAN ASCH STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2,506,161,2000,"1,050",26-Jul-23,7,FALSE,1200000
20 VAN ASCH STREET,"SUMNER, CHRISTCHURCH",8081,2,2,1,-,117,1990,580,28-Dec-23,7,FALSE,900000
1/4 WHITFIELD STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1,-,100,1975,550,3-Mar-24,7,FALSE,680000
6/1 WIGGINS STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1,-,89,1960,495,28-Oct-23,7,FALSE,580000
1/69 WIGGINS STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2,506,160,1970,480,23-Apr-24,44,TRUE,650000
1 ANTRIM STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,288,102,1920,600,17-May-23,19,FALSE,530000
7D ANTRIM STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,168,93,2023,580,18-May-23,7,FALSE,600000
9 ANTRIM STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2,207,128,1990,520,18-May-23,7,FALSE,620000
2/29 BECKENHAM STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,110,1975,520,26-Mar-24,12,FALSE,550000
40 BECKENHAM STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,110,1965,460,3-Oct-23,7,FALSE,560000
4/7 BOON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,123,69,2023,525,29-May-23,7,FALSE,550000
3/7 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,190,101,2015,490,24-Jul-23,7,FALSE,590000
3/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,90,73,2023,515,17-Nov-23,7,FALSE,600000
4/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,96,73,2023,550,1-Mar-24,7,FALSE,600000
6/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,72,73,2023,499,19-Jul-23,34,FALSE,600000
7/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,84,73,2023,515,29-Jun-23,7,FALSE,600000
8/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,85,73,2023,525,25-Sep-23,13,FALSE,600000
10/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,84,73,2023,560,24-Apr-24,23,TRUE,600000
13/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,73,72,2023,480,16-Oct-23,33,FALSE,600000
14/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,107,72,2023,520,11-Apr-24,28,TRUE,600000
1/22 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,6,6,"1,260",410,1977,480,11-Aug-23,7,FALSE,650000
2/22 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1975,420,10-Dec-23,13,FALSE,375000
1/112 BURKE STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,144,68,2022,510,15-Jun-23,7,FALSE,650000
1/10 BURLINGTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2,506,150,1950,495,9-Jul-23,8,FALSE,650000
23 BURLINGTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,131,146,2000,590,12-Oct-23,7,FALSE,550000
47A BURLINGTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,2,304,190,2000,475,26-Oct-23,7,FALSE,1090000
14/9 CAMERON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,81,2000,450,1-Nov-23,7,FALSE,425000
30 CAMERON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,80,1975,Not Disclosed,14-Mar-24,7,FALSE,400000
1/183 COLOMBO STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,100,1990,475,25-Mar-24,11,FALSE,520000
1/189 COLOMBO STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,80,1965,460,7-Feb-24,7,FALSE,460000
3/207 COLOMBO STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1965,390,11-Sep-23,7,FALSE,420000
210 COLOMBO STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,-,240,100,1935,550,1-Nov-23,38,FALSE,550000
212 COLOMBO STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,2,370,95,2016,540,16-Jun-23,7,FALSE,650000
5/50 CROYDON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,80,1990,435,4-Jun-23,7,FALSE,520000
2/16 DEVON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,127,74,2021,550,22-Apr-24,17,TRUE,620000
2/17 DEVON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,100,1990,495,12-Nov-23,7,FALSE,520000
3/26 DEVON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,126,93,2020,550,2-Nov-23,7,FALSE,600000
2/34 DEVON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,80,1975,450,30-Jan-24,7,FALSE,360000
15 FORBES STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,217,112,2012,600,8-Jan-24,7,FALSE,680000
1/4 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,131,71,2021,500,31-Aug-23,32,FALSE,620000
2/4 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,118,71,2021,500,26-Jun-23,7,FALSE,620000
4/4 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,116,71,2021,500,4-Sep-23,7,FALSE,620000
27A GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,10,1,114,71,2020,510,3-Jan-24,7,FALSE,630000
1/42 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,153,73,2024,525,1-Dec-23,8,FALSE,610000
2/42 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,144,73,2024,525,24-Nov-23,7,FALSE,610000
3/42 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,127,73,2024,550,12-Feb-24,7,FALSE,610000
9/25 HARGEST CRESCENT,"SYDENHAM, CHRISTCHURCH",8023,2,1,-,94,78,2020,510,8-Jul-23,7,FALSE,630000
27 HARGEST CRESCENT,"SYDENHAM, CHRISTCHURCH",8023,2,1,-,95,78,2020,515,5-Jul-23,7,FALSE,620000
36A HARGEST CRESCENT,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,142,77,2022,510,26-Jul-23,7,FALSE,680000
3/138 HASTINGS STREET EAST,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,435,19-Sep-23,7,FALSE,370000
4/138 HASTINGS STREET EAST,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,420,31-May-23,7,FALSE,385000
16 HASTINGS STREET WEST,"SYDENHAM, CHRISTCHURCH",8023,2,1,-,367,125,1915,620,31-Jan-24,16,FALSE,560000
2/25 HASTINGS STREET WEST,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,57,2000,490,16-Feb-24,7,FALSE,430000
5/25 HUMBOLDT STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,90,1990,400,6-Feb-24,7,FALSE,435000
2/10 HUME STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1990,465,11-Jul-23,7,FALSE,455000
3/8 HUTCHESON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,90,2005,550,19-Feb-24,7,FALSE,520000
46 HUTCHESON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,248,90,1905,580,4-Dec-23,8,FALSE,445000
3/31 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,120,1995,440,20-May-23,7,FALSE,520000
1/58 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2,-,158,2000,470,8-Dec-23,15,FALSE,670000
82D HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,186,84,2010,540,22-Mar-24,7,FALSE,570000
2/94 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,-,-,70,1975,420,28-Mar-24,4,FALSE,350000
4/101 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1975,450,8-Nov-23,7,FALSE,370000
2/107 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,470,18-Sep-23,7,FALSE,345000
5/113 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,95,70,2023,460,19-Nov-23,38,FALSE,620000
6/116 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,420,5-Aug-23,7,FALSE,275000
3/124 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1965,360,21-Nov-23,7,FALSE,385000
4/139 HUXLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2,-,70,1975,420,16-Nov-23,7,FALSE,480000
2/18 KING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,50,1975,400,13-Sep-23,7,FALSE,375000
3/61 KING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,157,100,1990,490,2-Jun-23,7,FALSE,470000
108C KING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,107,78,2020,510,31-Aug-23,7,FALSE,570000
3/117 KING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,100,1990,540,11-Oct-23,7,FALSE,490000
6/162 KING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,74,1970,345,14-Apr-24,25,TRUE,375000
6/163 KING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,113,74,2023,530,21-Nov-23,7,FALSE,620000
3/20 LONGFELLOW STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,82,1975,430,3-Dec-23,7,FALSE,425000
2/40 LONGFELLOW STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,50,1975,460,9-Apr-24,30,FALSE,375000
6 MILLAR STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1965,460,26-Sep-23,7,FALSE,510000
2/11 MILLAR STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,181,104,2020,545,29-Feb-24,7,FALSE,640000
4/11 MILLAR STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,145,104,2020,520,28-Jun-23,7,FALSE,630000
180C MILTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,113,99,2010,500,5-Jan-24,7,FALSE,530000
2/238 MILTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,390,14-Dec-23,7,FALSE,345000
6/250 MILTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,62,1970,330,8-Jan-24,7,FALSE,335000
4 MONTROSE STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,-,109,70,2021,510,1-Dec-23,8,FALSE,640000
20 MONTROSE STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,304,81,1920,650,4-Jul-23,7,FALSE,485000
27A MONTROSE STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,2,273,121,2000,520,29-Nov-23,7,FALSE,650000
29 MONTROSE STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,90,1990,420,10-Jun-23,7,FALSE,445000
4 REDBRIDGE LANE,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,90,1975,420,13-Sep-23,7,FALSE,465000
1/25 ROGERS STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,6,929,450,1970,480,11-Aug-23,7,FALSE,650000
37 ROGERS STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,4,809,110,1920,600,22-Jun-23,13,FALSE,790000
6 SCOTT STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2,257,80,1890,500,16-Jan-24,7,FALSE,520000
24 SCOTT STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,-,324,50,1890,625,15-Apr-24,24,TRUE,420000
1/14 SEDDON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,7,905,390,1970,390,3-Jan-24,7,FALSE,650000
7/14 SEDDON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,50,1975,395,1-Jun-23,7,FALSE,340000
10 SHINGLE STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,2,142,108,2020,500,11-Oct-23,8,FALSE,680000
4/28 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,91,2006,495,2-Aug-23,7,FALSE,500000
2/32 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1975,430,21-Jul-23,7,FALSE,450000
4/32 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,70,1975,500,14-Apr-24,25,TRUE,450000
1/33 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,96,2010,490,3-Aug-23,32,FALSE,560000
3/44 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,390,28-Sep-23,7,FALSE,450000
6/44 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,500,31-Jul-23,7,FALSE,450000
54E SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,-,110,2000,460,14-Jun-23,7,FALSE,550000
5/77 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,-,147,70,2021,490,26-Sep-23,7,FALSE,650000
3/81 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,60,1975,380,13-Oct-23,7,FALSE,375000
6/110 SOUTHAMPTON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,117,75,2022,510,8-Jun-23,7,FALSE,650000
1/102 STRICKLAND STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,181,110,2020,535,8-Jun-23,7,FALSE,690000
2/154 STRICKLAND STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,173,85,2000,420,11-May-23,7,FALSE,530000
168 STRICKLAND STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,190,104,2005,520,3-Dec-23,25,FALSE,580000
3/76 TENNYSON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,2,-,120,1990,550,14-Feb-24,7,FALSE,660000
3/91 TENNYSON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,3,1,103,90,2023,550,31-Aug-23,7,FALSE,700000
1/39 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,128,73,2024,515,29-Jan-24,7,FALSE,630000
6/39 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,146,70,2024,520,8-Feb-24,8,FALSE,620000
3/63 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,141,93,2022,545,12-Mar-24,7,FALSE,655000
4/63 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,136,90,2022,510,6-Nov-23,7,FALSE,640000
6/63 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,180,90,2022,560,5-Dec-23,29,FALSE,655000
1/99 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,4,4,"1,019",230,1970,499,20-Mar-24,7,FALSE,650000
107 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,6,6,875,360,1970,350,3-Nov-23,7,FALSE,1550000
6/4 WAVERLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,71,2019,Not Disclosed,18-Aug-23,7,FALSE,630000
12/4 WAVERLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,71,2019,500,31-Oct-23,7,FALSE,630000
13/4 WAVERLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,71,2019,470,10-Apr-24,29,TRUE,630000
2/6 WAVERLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,71,2018,395,16-Nov-23,7,FALSE,630000
21/6 WAVERLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,71,2018,500,19-May-23,3,FALSE,630000
24/6 WAVERLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1,-,71,2018,520,23-Jul-23,19,FALSE,640000
35D WEMBLEY STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1,113,77,2024,580,12-Apr-24,41,TRUE,650000
7 BUTEFIELD LANE,"TEMPLETON, CHRISTCHURCH",8042,2,1,2,526,140,1990,550,9-Mar-24,7,FALSE,580000
1/25 KIRK ROAD,"TEMPLETON, CHRISTCHURCH",8042,2,1,1,335,90,1980,490,10-Aug-23,7,FALSE,420000
39 ACACIA AVENUE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,-,688,160,1950,950,24-Aug-23,7,FALSE,800000
2/7 ANGELA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,80,1965,370,18-May-23,7,FALSE,455000
1/15 ANGELA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2,-,140,1995,570,21-Jul-23,7,FALSE,530000
12 AUBURN AVENUE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,6,2,663,98,1940,"1,170",7-Sep-23,7,FALSE,700000
20 BALGAY STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,-,479,137,2000,925,7-Jul-23,7,FALSE,560000
14 BALLANTYNE AVENUE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2,701,232,1950,480,18-Mar-24,7,FALSE,960000
1/8 BOWEN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,70,1975,470,22-Jan-24,7,FALSE,405000
3/13 BOWEN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,80,1975,480,12-Mar-24,7,FALSE,500000
3/26 BOWEN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,1,155,81,2023,590,28-Jul-23,8,FALSE,640000
7/26 BOWEN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,1,123,81,2023,590,28-Jul-23,8,FALSE,640000
1/28 BOWEN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,3,"1,012",240,-,585,24-Jul-23,7,FALSE,650000
2/18 COLLIGAN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1960,490,7-Mar-24,14,FALSE,485000
18A COLLIGAN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2,862,172,1970,495,1-Nov-23,7,FALSE,860000
2/22 COLLIGAN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1970,460,24-Jan-24,7,FALSE,410000
3/22 COLLIGAN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1970,480,21-Feb-24,7,FALSE,435000
2/26 HANRAHAN STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1970,480,15-Dec-23,7,FALSE,465000
58 HANSONS LANE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,489,82,1950,529,25-Feb-24,18,FALSE,475000
31 ILAM ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,"1,095",72,1940,420,9-Nov-23,7,FALSE,780000
2/12 KILTIE STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,80,1965,440,2-Aug-23,7,FALSE,485000
3/6 LESLIE STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2,-,120,1985,560,1-Jun-23,7,FALSE,650000
2/8 LESLIE STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1965,545,1-Feb-24,7,FALSE,415000
2/16 LESLIE STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1985,560,8-Feb-24,7,FALSE,520000
11 LOCHEE ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2,617,104,1960,480,30-May-23,7,FALSE,690000
1/49 LOCHEE ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1960,415,6-Jun-23,7,FALSE,475000
51 LOCHEE ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,80,1965,485,8-Sep-23,7,FALSE,505000
3/39B MIDDLETON ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,110,1970,Not Disclosed,26-Apr-24,25,TRUE,540000
12 MOHUA LANE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,138,87,2023,580,14-Feb-24,5,FALSE,670000
21 MOHUA LANE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,-,70,87,2023,580,14-Feb-24,5,FALSE,610000
4/10 PEER STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,70,1975,480,12-Jan-24,39,FALSE,420000
3/12 PEER STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,70,1975,520,24-Jan-24,7,FALSE,445000
2/28 PEER STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,70,1975,430,1-Apr-24,7,FALSE,450000
1/38 PEER STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1975,450,4-May-24,5,TRUE,480000
2/38 PEER STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1975,480,5-Dec-23,8,FALSE,440000
5/5 READING STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,1,86,68,2023,580,7-Mar-24,7,FALSE,530000
1/262 RICCARTON ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,120,1990,520,19-Jan-24,7,FALSE,560000
2/14 SISKA PLACE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,120,1890,660,7-Jul-23,7,FALSE,570000
2/19 SISKA PLACE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,2,-,110,1990,560,11-Oct-23,7,FALSE,610000
1/13 SUVA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1990,530,16-Aug-23,7,FALSE,495000
2/15 SUVA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,90,1990,520,1-Apr-24,7,FALSE,500000
3/69 SUVA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,72,2019,500,16-Nov-23,7,FALSE,570000
4/69 SUVA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,1,-,72,2019,535,2-Oct-23,7,FALSE,570000
11/69 SUVA STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,81,2019,535,2-Oct-23,7,FALSE,590000
3/39 WAIMAIRI ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,-,-,120,1975,630,30-Jun-23,7,FALSE,510000
3/59 WAIMAIRI ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,-,142,84,2021,565,28-Mar-24,7,FALSE,690000
63C WAIMAIRI ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,443,100,1970,650,17-Feb-24,8,FALSE,510000
2/66 WAIMAIRI ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1970,450,6-May-24,3,TRUE,495000
3/66 WAIMAIRI ROAD,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1,-,100,1970,520,10-Apr-24,29,TRUE,500000
