Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Last Rental Price,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value
4/70 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,218.0,95.0,2019.0,550.0,2023-08-11,7,False,640000.0,215000.0,0.4817857142857143,674500000.0,0.0,0.0,0.9555416666666666,0.43360714285714286,0.0,0.38542857142857145
2/113 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,3,1.0,147.0,108.0,2020.0,550.0,2023-08-02,7,False,720000.0,390000.0,0.4817857142857143,1349000000.0,0.0,-47889499999.99999,1.68625,0.4817857142857143,0.0,1.1562857142857144
5/121 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,208.0,80.0,2005.0,550.0,2023-10-27,7,False,730000.0,350000.0,-1.349,674500000.0,0.0,-0.12044642857142858,-2.4089285714285715,0.168625,0.0,-0.14988888888888888
48 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,80.0,2014.0,550.0,2024-04-25,7,False,720000.0,340000.0,0.4817857142857143,0.0,674500000.0,0.0,0.11241666666666666,0.1927142857142857,0.0,1.1562857142857144
56 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,508.0,110.0,1930.0,550.0,2024-05-09,7,False,930000.0,750000.0,-1.349,0.0,674500000.0,3.4929464285714285,-0.9635714285714286,-2.36075,0.0,1.349
66 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,508.0,100.0,1920.0,550.0,2024-09-17,7,False,930000.0,750000.0,-1.349,0.0,0.0,3.4929464285714285,-1.4453571428571428,-2.698,0.0,1.349
95 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,127.0,122.0,2010.0,550.0,2024-11-28,15,False,780000.0,305000.0,0.4817857142857143,674500000.0,0.0,-61379500000.0,2.4731666666666667,0.0,5396000000.0,1.7344285714285714
24 COLES PLACE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1990.0,550.0,2024-03-04,7,False,530000.0,240000.0,0.4817857142857143,0.0,0.0,0.0,1.7986666666666666,-0.9635714285714286,0.0,-0.6745
1/1007 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,2.0,508.0,180.0,1970.0,550.0,2023-09-25,15,False,670000.0,305000.0,0.4817857142857143,674500000.0,674500000.0,195604999999.99997,5.733249999999999,-1.9271428571428573,5396000000.0,0.6745
2/1007 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1975.0,550.0,2023-11-02,7,False,580000.0,400000.0,0.4817857142857143,0.0,0.0,0.0,0.6745,-1.6862499999999998,0.0,-0.19271428571428573
19 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,455.0,98.0,1910.0,550.0,2023-09-01,7,False,660000.0,465000.0,0.4817857142857143,0.0,0.0,159856500000.0,1.1241666666666668,-4.817857142857143,0.0,0.5781428571428572
44 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,752.0,100.0,1910.0,550.0,2024-08-20,7,False,750000.0,670000.0,-1.349,0.0,674500000.0,6.431839285714285,-1.4453571428571428,-3.03525,0.0,0.0
1/72 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,93.0,1905.0,550.0,2024-09-15,12,False,750000.0,400000.0,-1.349,0.0,0.0,0.0,-1.7826071428571428,-3.203875,3372500000.0,0.0
6/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,550.0,2024-09-17,28,False,600000.0,190000.0,0.4817857142857143,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,14164500000.0,0.0
3/7 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,550.0,2023-12-04,7,False,560000.0,405000.0,0.4817857142857143,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-0.38542857142857145
5/57 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,550.0,2024-09-03,7,False,550000.0,280000.0,0.4817857142857143,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-0.48178571428571426
1/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,138.0,70.0,2024.0,550.0,2024-08-07,8,False,660000.0,330000.0,0.4817857142857143,0.0,0.0,-53960000000.0,-0.44966666666666666,0.6745,674500000.0,0.5781428571428572
3/84 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,550.0,2024-08-17,7,False,600000.0,355000.0,0.4817857142857143,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,0.0,0.0
3/167 INNES ROAD ,ST ALBANS,8052,2.0,1,1.0,130.0,70.0,2023.0,550.0,2024-11-11,7,False,670000.0,280000.0,0.4817857142857143,0.0,0.0,-59356000000.0,-0.44966666666666666,0.6263214285714286,0.0,0.6745
534B MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,273.0,77.0,2022.0,550.0,2023-10-30,7,False,650000.0,270000.0,0.4817857142857143,674500000.0,0.0,37097499999.99999,-0.05620833333333333,0.5781428571428571,0.0,0.48178571428571426
2/542 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,253.0,127.0,2010.0,550.0,2023-10-06,7,False,670000.0,340000.0,-1.349,674500000.0,674500000.0,0.42156249999999995,-0.14453571428571427,0.33725,0.0,-0.5995555555555555
3/542 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,314.0,127.0,2010.0,550.0,2023-10-05,7,False,680000.0,360000.0,-1.349,674500000.0,674500000.0,1.1562857142857141,-0.14453571428571427,0.33725,0.0,-0.5246111111111111
3/552 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,117.0,80.0,2020.0,550.0,2024-06-19,7,False,660000.0,255000.0,0.4817857142857143,0.0,0.0,-68124499999.99999,0.11241666666666666,0.4817857142857143,0.0,0.5781428571428572
8/552 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,104.0,80.0,2020.0,550.0,2024-08-29,7,False,645000.0,245000.0,0.4817857142857143,0.0,0.0,-76893000000.0,0.11241666666666666,0.4817857142857143,0.0,0.43360714285714286
5/611 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,112.0,61.0,1990.0,550.0,2024-03-11,57,False,490000.0,240000.0,0.4817857142857143,0.0,0.0,-71497000000.0,-0.9555416666666666,-0.9635714285714286,33725000000.0,-1.0599285714285713
6/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,96.0,90.0,2010.0,550.0,2024-08-25,70,False,600000.0,240000.0,0.4817857142857143,674500000.0,0.0,-82289000000.0,0.6745,0.0,42493499999.99999,0.0
8/561 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,105.0,71.0,2023.0,550.0,2024-12-24,10,True,670000.0,360000.0,0.4817857142857143,0.0,0.0,-76218499999.99998,-0.3934583333333333,0.6263214285714286,2023499999.9999998,0.6745
17 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,120.0,1930.0,550.0,2024-05-04,7,False,610000.0,335000.0,-1.349,0.0,0.0,0.0,-0.4817857142857143,-2.36075,0.0,-1.0492222222222223
51 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,736.0,141.0,1920.0,550.0,2023-12-09,39,False,900000.0,590000.0,-1.2141,-674500000.0,-674500000.0,0.8480290827740492,-0.62054,-0.9079807692307693,21584000000.0,0.0
31A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,113.0,77.0,2023.0,550.0,2023-10-18,7,False,670000.0,270000.0,0.4817857142857143,0.0,0.0,-70822500000.0,-0.05620833333333333,0.6263214285714286,0.0,0.6745
5/32 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,120.0,1970.0,550.0,2024-12-19,54,True,630000.0,345000.0,0.4817857142857143,0.0,0.0,0.0,2.36075,-1.9271428571428573,31701499999.999996,0.2890714285714286
5/40 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1980.0,550.0,2024-09-27,7,False,540000.0,345000.0,0.4817857142857143,0.0,0.0,0.0,2.922833333333333,-1.4453571428571428,0.0,-0.5781428571428572
4/97 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,95.0,66.0,2023.0,550.0,2024-12-19,15,True,640000.0,250000.0,0.4817857142857143,0.0,0.0,-82963499999.99998,-0.6745,0.6263214285714286,5396000000.0,0.38542857142857145
140C SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,145.0,2000.0,550.0,2024-01-12,7,False,600000.0,310000.0,-1.349,0.0,674500000.0,0.0,0.7226785714285714,0.0,0.0,-1.1241666666666668
5/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,550.0,2024-10-18,71,False,670000.0,270000.0,0.4817857142857143,0.0,0.0,-87685000000.0,-0.2810416666666667,0.6263214285714286,43168000000.0,0.6745
4/138 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,136.0,96.0,2021.0,550.0,2024-01-10,7,False,700000.0,210000.0,0.4817857142857143,0.0,0.0,-55308999999.99999,1.01175,0.5299642857142858,0.0,0.9635714285714285
5/505 DURHAM STREET NORTH ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,122.0,70.0,2022.0,549.0,2024-04-17,7,False,665000.0,275000.0,0.46251428571428566,674500000.0,0.0,-64751999999.99999,-0.44966666666666666,0.5781428571428571,0.0,0.6263214285714286
2/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,3,1.0,99.0,95.0,2023.0,545.0,2024-09-11,20,False,650000.0,220000.0,0.38542857142857145,1349000000.0,0.0,-80265500000.0,0.9555416666666666,0.6263214285714286,8768499999.999998,0.48178571428571426
558 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,242.0,118.0,2000.0,545.0,2023-09-04,7,False,580000.0,360000.0,0.38542857142857145,0.0,674500000.0,16187999999.999998,2.2483333333333335,-0.4817857142857143,0.0,-0.19271428571428573
560 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,274.0,118.0,2000.0,545.0,2023-10-19,7,False,580000.0,360000.0,0.38542857142857145,0.0,674500000.0,37771999999.99999,2.2483333333333335,-0.4817857142857143,0.0,-0.19271428571428573
2/509 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,5,10.0,218.0,789.0,2000.0,545.0,2024-09-16,77,False,3020000.0,1180000.0,-1.24108,2023499999.9999998,5396000000.0,-0.7152416107382551,16.8625,0.4756089743589743,47214999999.99999,9.532933333333334
8/91 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,114.0,76.0,2021.0,545.0,2024-02-12,3,False,710000.0,415000.0,0.38542857142857145,674500000.0,0.0,-70147999999.99998,-0.11241666666666666,0.5299642857142858,-2698000000.0,1.0599285714285713
1/418 MANCHESTER STREET ,CHRISTCHURCH,-,2.0,2,1.0,145.0,80.0,2020.0,540.0,2024-10-11,7,False,670000.0,305000.0,0.2890714285714286,674500000.0,0.0,-49238500000.0,0.11241666666666666,0.4817857142857143,0.0,0.6745
1/55 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,174.0,86.0,2023.0,540.0,2024-06-01,7,False,660000.0,300000.0,0.2890714285714286,0.0,674500000.0,-29678000000.0,0.44966666666666666,0.6263214285714286,0.0,0.5781428571428572
62D CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,146.0,72.0,2023.0,540.0,2024-02-28,7,False,590000.0,260000.0,0.2890714285714286,0.0,0.0,-48564000000.0,-0.33725,0.6263214285714286,0.0,-0.09635714285714286
2/24 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,120.0,73.0,2021.0,540.0,2024-11-06,7,False,650000.0,220000.0,0.2890714285714286,674500000.0,0.0,-66100999999.99999,-0.2810416666666667,0.5299642857142858,0.0,0.48178571428571426
15 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,130.0,95.0,2019.0,540.0,2024-12-13,21,True,660000.0,260000.0,0.2890714285714286,674500000.0,0.0,-59356000000.0,0.9555416666666666,0.43360714285714286,9442999999.999998,0.5781428571428572
17 VERLAMIO LANE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,130.0,95.0,2019.0,540.0,2024-12-15,28,True,660000.0,260000.0,0.2890714285714286,674500000.0,0.0,-59356000000.0,0.9555416666666666,0.43360714285714286,14164500000.0,0.5781428571428572
3/57 WOODVILLE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,155.0,93.0,2021.0,540.0,2024-11-04,7,False,690000.0,245000.0,0.2890714285714286,674500000.0,0.0,-42493499999.99999,0.843125,0.5299642857142858,0.0,0.8672142857142857
5/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,100.0,67.0,2024.0,540.0,2024-08-27,8,False,630000.0,230000.0,0.2890714285714286,0.0,0.0,-79590999999.99998,-0.6182916666666667,0.6745,674500000.0,0.2890714285714286
3/167 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,540.0,2024-01-16,37,False,600000.0,190000.0,0.2890714285714286,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,20235000000.0,0.0
16 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,250.0,82.0,1920.0,540.0,2023-10-27,7,False,680000.0,370000.0,-1.4838999999999998,0.0,0.0,0.3854285714285714,-2.3125714285714283,-2.698,0.0,-0.5246111111111111
2/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,142.0,70.0,2024.0,540.0,2024-09-17,22,False,660000.0,330000.0,0.2890714285714286,0.0,0.0,-51262000000.0,-0.44966666666666666,0.6745,10117500000.0,0.5781428571428572
3/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,111.0,70.0,2024.0,540.0,2024-09-03,8,False,660000.0,330000.0,0.2890714285714286,0.0,0.0,-72171499999.99998,-0.44966666666666666,0.6745,674500000.0,0.5781428571428572
4/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,108.0,70.0,2024.0,540.0,2024-09-03,8,False,660000.0,330000.0,0.2890714285714286,0.0,0.0,-74194999999.99998,-0.44966666666666666,0.6745,674500000.0,0.5781428571428572
6/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,107.0,67.0,2024.0,540.0,2024-09-03,8,False,620000.0,290000.0,0.2890714285714286,0.0,0.0,-74869500000.0,-0.6182916666666667,0.6745,674500000.0,0.19271428571428573
1/167 INNES ROAD ,ST ALBANS,8052,2.0,1,1.0,99.0,70.0,2023.0,540.0,2024-05-14,15,False,660000.0,260000.0,0.2890714285714286,0.0,0.0,-80265500000.0,-0.44966666666666666,0.6263214285714286,5396000000.0,0.5781428571428572
2/167 INNES ROAD ,ST ALBANS,8052,2.0,1,1.0,175.0,70.0,2023.0,540.0,2024-01-17,41,False,680000.0,300000.0,0.2890714285714286,0.0,0.0,-29003499999.999996,-0.44966666666666666,0.6263214285714286,22933000000.0,0.7708571428571429
8/557 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,2,8.0,106.0,72.0,2023.0,540.0,2023-11-09,7,False,690000.0,265000.0,2.698,674500000.0,4721499999.999999,-75543999999.99998,2.2933,2.1584,0.0,3.091458333333333
4/24 OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1980.0,540.0,2023-11-16,4,False,470000.0,170000.0,0.2890714285714286,0.0,0.0,0.0,0.6745,-1.4453571428571428,-2023499999.9999998,-1.2526428571428572
3/10 RADNOR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,166.0,63.0,2019.0,540.0,2024-06-06,7,False,690000.0,290000.0,0.2890714285714286,0.0,0.0,-35073999999.99999,-0.843125,0.43360714285714286,0.0,0.8672142857142857
140I SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,145.0,2000.0,540.0,2024-09-05,7,False,600000.0,310000.0,-1.4838999999999998,674500000.0,674500000.0,0.0,0.7226785714285714,0.0,0.0,-1.1241666666666668
4/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,540.0,2024-12-20,14,True,670000.0,270000.0,0.2890714285714286,0.0,0.0,-87685000000.0,-0.2810416666666667,0.6263214285714286,4721499999.999999,0.6745
6/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,540.0,2024-12-31,3,True,670000.0,270000.0,0.2890714285714286,0.0,0.0,-87685000000.0,-0.2810416666666667,0.6263214285714286,-2698000000.0,0.6745
3/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,105.0,99.0,2023.0,535.0,2024-12-06,67,True,650000.0,220000.0,0.19271428571428573,674500000.0,0.0,-76218499999.99998,1.180375,0.6263214285714286,40470000000.0,0.48178571428571426
4/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,124.0,72.0,2022.0,535.0,2024-02-27,7,False,640000.0,220000.0,0.19271428571428573,0.0,0.0,-63402999999.99999,-0.33725,0.5781428571428571,0.0,0.38542857142857145
5/64 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1985.0,535.0,2024-03-22,7,False,425000.0,300000.0,0.19271428571428573,0.0,0.0,0.0,1.7986666666666666,-1.2044642857142858,0.0,-1.68625
4/65 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,535.0,2024-08-05,7,False,530000.0,370000.0,0.19271428571428573,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-0.6745
1/121 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,82.0,78.0,2021.0,535.0,2024-11-30,7,False,605000.0,215000.0,0.19271428571428573,674500000.0,0.0,-91732000000.0,0.0,0.5299642857142858,0.0,0.04817857142857143
4/36 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,127.0,66.0,2024.0,530.0,2024-02-07,7,False,660000.0,240000.0,0.09635714285714286,0.0,0.0,-61379500000.0,-0.6745,0.6745,0.0,0.5781428571428572
5/34 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,190.0,67.0,2023.0,530.0,2024-07-05,8,False,610000.0,240000.0,0.09635714285714286,0.0,0.0,-18885999999.999996,-0.6182916666666667,0.6263214285714286,674500000.0,0.09635714285714286
2/172 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,218.0,60.0,2017.0,530.0,2024-12-10,31,True,485000.0,160000.0,0.09635714285714286,0.0,674500000.0,0.0,-1.01175,0.33725,16187999999.999998,-1.108107142857143
6/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,120.0,73.0,2022.0,530.0,2024-01-26,8,False,640000.0,220000.0,0.09635714285714286,0.0,0.0,-66100999999.99999,-0.2810416666666667,0.5781428571428571,674500000.0,0.38542857142857145
6/95 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,206.0,89.0,2016.0,530.0,2024-09-04,15,False,610000.0,270000.0,0.09635714285714286,0.0,0.0,-8093999999.999999,0.6182916666666667,0.28907142857142853,5396000000.0,0.09635714285714286
1/57 WOODVILLE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,141.0,94.0,2021.0,530.0,2024-11-19,16,False,680000.0,240000.0,0.09635714285714286,674500000.0,0.0,-51936500000.0,0.8993333333333333,0.5299642857142858,6070500000.0,0.7708571428571429
1/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,152.0,77.0,2024.0,530.0,2024-08-30,11,False,650000.0,250000.0,0.09635714285714286,0.0,0.0,-44516999999.99999,-0.05620833333333333,0.6745,2698000000.0,0.48178571428571426
2/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,102.0,72.0,2024.0,530.0,2024-09-09,21,False,630000.0,230000.0,0.09635714285714286,0.0,0.0,-78242000000.0,-0.33725,0.6745,9442999999.999998,0.2890714285714286
3/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,102.0,71.0,2024.0,530.0,2024-08-28,8,False,630000.0,230000.0,0.09635714285714286,0.0,0.0,-78242000000.0,-0.3934583333333333,0.6745,674500000.0,0.2890714285714286
79C BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,181.0,117.0,2000.0,530.0,2024-10-24,7,False,700000.0,360000.0,-1.6188,674500000.0,674500000.0,-0.4456517857142857,-0.6263214285714286,0.0,0.0,-0.37472222222222223
3/966 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,3,3.0,493.0,303.0,2014.0,530.0,2024-01-11,7,False,1450000.0,620000.0,0.022864406779661017,1.349,0.0,-1.0898700564971753,0.6126708333333333,1.0792,0.0,1.6470348837209303
7/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,90.0,2016.0,530.0,2024-11-29,7,False,680000.0,240000.0,-1.6188,0.0,674500000.0,0.0,-1.9271428571428573,0.5396,0.0,-0.5246111111111111
2/116B CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,95.0,1960.0,530.0,2024-08-21,20,False,580000.0,335000.0,0.09635714285714286,0.0,0.0,0.0,0.9555416666666666,-2.4089285714285715,8768499999.999998,-0.19271428571428573
6/167 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,530.0,2024-05-08,25,False,600000.0,190000.0,0.09635714285714286,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,12141000000.0,0.0
3/80 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,66.0,2017.0,530.0,2024-04-19,7,False,500000.0,220000.0,0.09635714285714286,0.0,0.0,0.0,-0.6745,0.33725,0.0,-0.9635714285714285
1/25 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,530.0,2024-06-20,8,False,410000.0,200000.0,0.09635714285714286,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,674500000.0,-1.8307857142857142
4/107 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,285.0,75.0,2022.0,530.0,2024-03-13,7,False,650000.0,340000.0,0.09635714285714286,0.0,0.0,45191499999.99999,-0.168625,0.5781428571428571,0.0,0.48178571428571426
7/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,67.0,2024.0,530.0,2024-09-24,15,False,620000.0,290000.0,0.09635714285714286,0.0,0.0,-87685000000.0,-0.6182916666666667,0.6745,5396000000.0,0.19271428571428573
8/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,108.0,70.0,2024.0,530.0,2024-09-23,7,False,630000.0,300000.0,0.09635714285714286,0.0,0.0,-74194999999.99998,-0.44966666666666666,0.6745,0.0,0.2890714285714286
15 LINDSAY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,3.0,923.0,112.0,1910.0,530.0,2023-07-10,7,False,900000.0,800000.0,-1.6188,0.0,1349000000.0,8.491473214285714,-0.8672142857142857,-3.03525,0.0,1.1241666666666668
3/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,89.0,90.0,2011.0,530.0,2023-11-14,33,False,520000.0,240000.0,0.09635714285714286,674500000.0,0.0,-87010499999.99998,0.6745,0.048178571428571425,17536999999.999996,-0.7708571428571429
5/486 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,3,2.0,143.0,126.0,2019.0,530.0,2024-10-24,7,False,750000.0,380000.0,0.09635714285714286,1349000000.0,674500000.0,-50587499999.99999,2.698,0.43360714285714286,0.0,1.4453571428571428
3/47 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,141.0,68.0,2021.0,530.0,2024-12-13,21,True,700000.0,240000.0,0.09635714285714286,674500000.0,0.0,-51936500000.0,-0.5620833333333334,0.5299642857142858,9442999999.999998,0.9635714285714285
2/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,75.0,78.0,2021.0,530.0,2024-06-14,72,False,600000.0,205000.0,-1.6188,674500000.0,0.0,-1.7223839285714286,-2.5052857142857143,0.708225,43842500000.0,-1.1241666666666668
4/91 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,81.0,76.0,2021.0,530.0,2024-07-27,7,False,710000.0,410000.0,0.09635714285714286,674500000.0,0.0,-92406499999.99998,-0.11241666666666666,0.5299642857142858,0.0,1.0599285714285713
4/230 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,530.0,2024-05-07,7,False,485000.0,240000.0,0.09635714285714286,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-1.108107142857143
2/138 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,136.0,96.0,2021.0,530.0,2024-06-10,7,False,700000.0,210000.0,0.09635714285714286,674500000.0,0.0,-55308999999.99999,1.01175,0.5299642857142858,0.0,0.9635714285714285
4/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,136.0,72.0,2024.0,529.0,2024-09-24,35,False,640000.0,240000.0,0.07708571428571429,0.0,0.0,-55308999999.99999,-0.33725,0.6745,18885999999.999996,0.38542857142857145
511 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,130.0,67.0,2021.0,529.0,2024-08-10,30,False,580000.0,315000.0,0.07708571428571429,0.0,0.0,-59356000000.0,-0.6182916666666667,0.5299642857142858,15513500000.0,-0.19271428571428573
